,WAG,SEX,AGE,EDU,JOB,RACE,WAGP_count,WAGP_mean,Year
1216,42066.65141147108,Male,26-35,BS,ART,WHT/MIX,2864,42047.27923067595,2010
1217,54325.04874137261,Male,36-45,BS,ART,WHT/MIX,2333,54821.52055892158,2010
1218,56884.280623743965,Male,46-55,BS,ART,WHT/MIX,2097,56721.706252774304,2010
1219,54731.955390690986,Male,56-70,BS,ART,WHT/MIX,1651,54538.5678829129,2010
1220,49444.32596408172,Male,18-25,BS,BUS,ASN,111,47129.77942187034,2010
1221,61502.66787852415,Male,26-35,BS,BUS,ASN,617,62420.90723270429,2010
1222,84038.9393760398,Male,36-45,BS,BUS,ASN,646,81649.23711656354,2010
1223,82569.48578590568,Male,46-55,BS,BUS,ASN,466,78600.0865980961,2010
1224,73224.79911770512,Male,56-70,BS,BUS,ASN,292,70272.22548426132,2010
1225,37306.262170204354,Male,18-25,BS,BUS,BLK,58,36395.23547864578,2010
1226,48168.41545159473,Male,26-35,BS,BUS,BLK,304,49744.49997020841,2010
1227,66551.76510644471,Male,36-45,BS,BUS,BLK,449,68016.56266974151,2010
1228,79257.97653163607,Male,46-55,BS,BUS,BLK,398,75093.51132474701,2010
1229,73938.27881576114,Male,56-70,BS,BUS,BLK,195,72492.55553234486,2010
1230,44945.60034175542,Male,18-25,BS,BUS,HSP/NTV,94,45182.35385860594,2010
1231,56970.464032445845,Male,26-35,BS,BUS,HSP/NTV,589,57689.71184057688,2010
1232,78461.4021892058,Male,36-45,BS,BUS,HSP/NTV,614,76868.64208427939,2010
1233,80536.92680137463,Male,46-55,BS,BUS,HSP/NTV,481,80615.08126047884,2010
1234,78199.68868304837,Male,56-70,BS,BUS,HSP/NTV,223,79352.16774908945,2010
1235,43067.724766995634,Male,18-25,BS,BUS,WHT/MIX,1096,41933.33074470916,2010
1236,63534.32430962709,Male,26-35,BS,BUS,WHT/MIX,6474,63427.84042301033,2010
1237,88378.91337226766,Male,36-45,BS,BUS,WHT/MIX,8377,89167.59088213295,2010
1238,100213.81903298004,Male,46-55,BS,BUS,WHT/MIX,8901,100529.57489931991,2010
1239,90047.17091499368,Male,56-70,BS,BUS,WHT/MIX,6333,90075.01234509565,2010
1240,33460.717576482835,Male,18-25,BS,HLC,ASN,26,38147.111759735344,2010
1241,68307.73289103893,Male,26-35,BS,HLC,ASN,137,61515.04061561691,2010
1242,78964.82210121187,Male,36-45,BS,HLC,ASN,162,75027.01734994666,2010
1243,67766.07071146322,Male,46-55,BS,HLC,ASN,112,71549.28291417802,2010
1244,80933.91384500182,Male,56-70,BS,HLC,ASN,65,70074.7221887261,2010
1245,33369.80581724929,Male,18-25,BS,HLC,BLK,11,39647.19796008515,2010
1246,47611.17792565435,Male,26-35,BS,HLC,BLK,37,45603.135593268395,2010
1247,62654.64408358367,Male,36-45,BS,HLC,BLK,67,63120.666853947514,2010
1248,66819.18423426787,Male,46-55,BS,HLC,BLK,53,67833.03344947117,2010
1249,77670.26166215635,Male,56-70,BS,HLC,BLK,41,75992.92317719231,2010
1250,33369.80581724929,Male,18-25,BS,HLC,HSP/NTV,9,30905.427778646874,2010
1251,46085.61970232249,Male,26-35,BS,HLC,HSP/NTV,64,49932.63912542142,2010
1252,67749.83374325487,Male,36-45,BS,HLC,HSP/NTV,64,66450.84697514262,2010
1253,67271.05533112123,Male,46-55,BS,HLC,HSP/NTV,52,67860.79525293228,2010
1254,76326.45091627077,Male,56-70,BS,HLC,HSP/NTV,28,90158.73370828424,2010
1255,31849.57751120543,Male,18-25,BS,HLC,WHT/MIX,126,30863.68370340071,2010
1256,52785.66529918029,Male,26-35,BS,HLC,WHT/MIX,479,51798.13198837114,2010
1257,75591.9450265238,Male,36-45,BS,HLC,WHT/MIX,574,74671.35943346162,2010
1258,81016.3859627063,Male,46-55,BS,HLC,WHT/MIX,615,80619.45772468815,2010
1259,82911.45202017516,Male,56-70,BS,HLC,WHT/MIX,526,84917.13847910069,2010
1260,37899.334876135654,Male,18-25,BS,MLT,ASN,4,31080.240769336237,2010
1261,51472.9438609993,Male,26-35,BS,MLT,ASN,7,59241.68741100513,2010
1262,47403.219271403184,Male,36-45,BS,MLT,ASN,7,66538.31418575399,2010
1263,46647.916659742456,Male,46-55,BS,MLT,ASN,5,55137.01623153253,2010
1264,43086.02126345882,Male,56-70,BS,MLT,ASN,0,1.0,2010
1265,38132.34335193761,Male,18-25,BS,MLT,BLK,5,48851.05224899533,2010
1266,51237.96447276833,Male,26-35,BS,MLT,BLK,24,43389.369202627924,2010
1267,55915.8357178403,Male,36-45,BS,MLT,BLK,26,60039.18285595524,2010
1268,52383.4822930304,Male,46-55,BS,MLT,BLK,5,84518.3750523941,2010
1269,51971.094728267046,Male,56-70,BS,MLT,BLK,1,60000.00000000002,2010
1270,37966.476039970104,Male,18-25,BS,MLT,HSP/NTV,9,35706.41028012463,2010
1271,51452.52001725079,Male,26-35,BS,MLT,HSP/NTV,26,51460.43648737044,2010
1272,48818.21850879789,Male,36-45,BS,MLT,HSP/NTV,21,59621.7681331564,2010
1273,47294.97273292853,Male,46-55,BS,MLT,HSP/NTV,7,58894.54324860834,2010
1274,42199.12685708895,Male,56-70,BS,MLT,HSP/NTV,0,1.0,2010
1275,38303.20190257227,Male,18-25,BS,MLT,WHT/MIX,94,38348.11471046609,2010
1276,55473.09071732449,Male,26-35,BS,MLT,WHT/MIX,243,56192.559189673135,2010
1277,79321.13395562206,Male,36-45,BS,MLT,WHT/MIX,153,74774.17081655112,2010
1278,79321.13395562206,Male,46-55,BS,MLT,WHT/MIX,36,79283.6919713788,2010
1279,56384.13963461745,Male,56-70,BS,MLT,WHT/MIX,4,61729.342914464265,2010
1280,27567.67427944775,Male,18-25,BS,MTN,ASN,2,30789.608636681278,2010
1281,41060.467561767335,Male,26-35,BS,MTN,ASN,46,42787.92792523441,2010
1282,51740.39526390524,Male,36-45,BS,MTN,ASN,55,49468.044530333485,2010
1283,54387.58954687614,Male,46-55,BS,MTN,ASN,75,56932.83176838771,2010
1284,52442.19152452758,Male,56-70,BS,MTN,ASN,49,58540.00020976175,2010
1285,30844.80867770751,Male,18-25,BS,MTN,BLK,6,28958.055737880783,2010
1286,39256.72072427674,Male,26-35,BS,MTN,BLK,48,37916.90821606017,2010
1287,59812.02310611624,Male,36-45,BS,MTN,BLK,64,52111.32278598766,2010
1288,49181.566396136346,Male,46-55,BS,MTN,BLK,84,44018.11005944212,2010
1289,55150.93376058777,Male,56-70,BS,MTN,BLK,32,52977.55496304232,2010
1290,27816.57112642112,Male,18-25,BS,MTN,HSP/NTV,29,26975.11962524614,2010
1291,37010.06322615854,Male,26-35,BS,MTN,HSP/NTV,125,37053.79397775086,2010
1292,41089.693785055555,Male,36-45,BS,MTN,HSP/NTV,129,40866.86175797116,2010
1293,41431.36246733243,Male,46-55,BS,MTN,HSP/NTV,130,41670.15172590293,2010
1294,45875.76340549774,Male,56-70,BS,MTN,HSP/NTV,49,45922.94674402255,2010
1295,28760.645233351603,Male,18-25,BS,MTN,WHT/MIX,202,31114.280667939307,2010
1296,43463.234622469194,Male,26-35,BS,MTN,WHT/MIX,826,43063.597384741865,2010
1297,52948.8220981736,Male,36-45,BS,MTN,WHT/MIX,905,52718.210660201476,2010
1298,55984.16364102073,Male,46-55,BS,MTN,WHT/MIX,880,55006.29792262413,2010
1299,54037.51301510856,Male,56-70,BS,MTN,WHT/MIX,693,53319.249445649475,2010
1300,32261.0342070337,Male,18-25,BS,PRD,ASN,5,23341.61239298065,2010
1301,38577.65478302813,Male,26-35,BS,PRD,ASN,42,41885.617760951005,2010
1302,47226.51776584343,Male,36-45,BS,PRD,ASN,71,46633.590237453325,2010
1303,44013.89627476986,Male,46-55,BS,PRD,ASN,82,45364.70189005881,2010
1304,41676.957110282725,Male,56-70,BS,PRD,ASN,72,41739.679980097826,2010
1305,35778.75191785116,Male,18-25,BS,PRD,BLK,6,45787.37721382561,2010
1306,38429.841511102204,Male,26-35,BS,PRD,BLK,33,41933.17937537204,2010
1307,54393.12479509599,Male,36-45,BS,PRD,BLK,49,50104.32589511521,2010
1308,50076.83610373312,Male,46-55,BS,PRD,BLK,50,51299.718351195384,2010
1309,50471.76536769427,Male,56-70,BS,PRD,BLK,42,45170.159925351116,2010
1310,32039.617547767706,Male,18-25,BS,PRD,HSP/NTV,20,24333.145415973504,2010
1311,36993.14556781787,Male,26-35,BS,PRD,HSP/NTV,45,35860.14930127093,2010
1312,38441.44164527573,Male,36-45,BS,PRD,HSP/NTV,59,42573.09416906618,2010
1313,41813.52436950818,Male,46-55,BS,PRD,HSP/NTV,63,45260.141667675955,2010
1314,42109.2731817181,Male,56-70,BS,PRD,HSP/NTV,36,45511.75256206992,2010
1315,35261.972706571,Male,18-25,BS,PRD,WHT/MIX,89,35240.68950461251,2010
1316,46462.8987182224,Male,26-35,BS,PRD,WHT/MIX,441,46520.686991176095,2010
1317,57599.01230999248,Male,36-45,BS,PRD,WHT/MIX,522,56449.078233222615,2010
1318,60386.889060975,Male,46-55,BS,PRD,WHT/MIX,617,60251.53239432559,2010
1319,54235.404256614034,Male,56-70,BS,PRD,WHT/MIX,542,53677.5557779891,2010
1320,33296.388669753105,Male,18-25,BS,SAL,ASN,73,34864.59563911251,2010
1321,43480.81280792581,Male,26-35,BS,SAL,ASN,365,45169.59730505139,2010
1322,50724.70281407705,Male,36-45,BS,SAL,ASN,368,51900.49554525723,2010
1323,46459.303286938826,Male,46-55,BS,SAL,ASN,362,47197.46465724385,2010
1324,41845.56308015884,Male,56-70,BS,SAL,ASN,272,41793.59211414209,2010
1325,27828.276466033265,Male,18-25,BS,SAL,BLK,59,28699.223406192406,2010
1326,43059.02291561642,Male,26-35,BS,SAL,BLK,310,41517.659701035314,2010
1327,52699.852318969,Male,36-45,BS,SAL,BLK,304,50751.46018750778,2010
1328,52737.3061230088,Male,46-55,BS,SAL,BLK,293,54158.968570658835,2010
1329,49935.07199858546,Male,56-70,BS,SAL,BLK,159,48571.7433190208,2010
1330,33115.91182494509,Male,18-25,BS,SAL,HSP/NTV,103,32181.41959538128,2010
1331,44631.60012143516,Male,26-35,BS,SAL,HSP/NTV,441,43083.23834478651,2010
1332,57049.50322131479,Male,36-45,BS,SAL,HSP/NTV,377,58630.28268253275,2010
1333,55118.72858704866,Male,46-55,BS,SAL,HSP/NTV,265,54049.65040004626,2010
1334,44851.69917937382,Male,56-70,BS,SAL,HSP/NTV,140,45293.14775809445,2010
1335,32715.917529825318,Male,18-25,BS,SAL,WHT/MIX,1000,33020.84477114726,2010
1336,53456.62813874834,Male,26-35,BS,SAL,WHT/MIX,4441,52849.07453319023,2010
1337,73256.53322960685,Male,36-45,BS,SAL,WHT/MIX,4919,73893.49216015277,2010
1338,74536.3520904161,Male,46-55,BS,SAL,WHT/MIX,4904,76042.90519582518,2010
1339,63802.07644893645,Male,56-70,BS,SAL,WHT/MIX,4108,63631.260003159536,2010
1340,48098.06589653295,Male,18-25,BS,SCI,ASN,134,49370.307111599715,2010
1341,69143.64195145093,Male,26-35,BS,SCI,ASN,938,70384.19813658277,2010
1342,82037.33526514731,Male,36-45,BS,SCI,ASN,881,82588.72432419003,2010
1343,84180.61034690362,Male,46-55,BS,SCI,ASN,435,84410.17872650467,2010
1344,84508.83621975037,Male,56-70,BS,SCI,ASN,169,83352.60803575272,2010
1345,43085.48771927492,Male,18-25,BS,SCI,BLK,36,41208.97009393279,2010
1346,53171.572463425466,Male,26-35,BS,SCI,BLK,218,55683.51893038085,2010
1347,73302.02514780726,Male,36-45,BS,SCI,BLK,241,73042.69670118229,2010
1348,83211.96855646656,Male,46-55,BS,SCI,BLK,218,79609.06293308151,2010
1349,69160.33351260032,Male,56-70,BS,SCI,BLK,68,71385.37608862198,2010
1350,46000.4345237598,Male,18-25,BS,SCI,HSP/NTV,66,50133.993989869356,2010
1351,61457.99498973434,Male,26-35,BS,SCI,HSP/NTV,366,61351.31680301256,2010
1352,71071.042105458,Male,36-45,BS,SCI,HSP/NTV,337,72877.12756785551,2010
1353,82816.96539563416,Male,46-55,BS,SCI,HSP/NTV,248,83032.23605313546,2010
1354,74063.07375030573,Male,56-70,BS,SCI,HSP/NTV,78,78871.40662820259,2010
1355,45963.521256697015,Male,18-25,BS,SCI,WHT/MIX,965,46287.3141603999,2010
1356,62931.68406822689,Male,26-35,BS,SCI,WHT/MIX,4247,63259.22711454111,2010
1357,79483.3367407552,Male,36-45,BS,SCI,WHT/MIX,4115,80236.69885836935,2010
1358,88730.60816863694,Male,46-55,BS,SCI,WHT/MIX,4218,88415.00544285185,2010
1359,85174.97678626068,Male,56-70,BS,SCI,WHT/MIX,2343,85211.02168502542,2010
1360,27121.92204113074,Male,18-25,BS,SVC,ASN,26,27734.321526546453,2010
1361,39435.378692516075,Male,26-35,BS,SVC,ASN,101,35269.416272983755,2010
1362,37457.347601295434,Male,36-45,BS,SVC,ASN,109,37304.48656294998,2010
1363,38323.59949125264,Male,46-55,BS,SVC,ASN,106,36740.9792748323,2010
1364,36952.11588424749,Male,56-70,BS,SVC,ASN,94,34152.275824313685,2010
1365,28494.518084584593,Male,18-25,BS,SVC,BLK,41,30165.921960217198,2010
1366,39850.9507076172,Male,26-35,BS,SVC,BLK,155,38316.214139619224,2010
1367,54220.76639224045,Male,36-45,BS,SVC,BLK,166,52059.01464000148,2010
1368,49673.43490215275,Male,46-55,BS,SVC,BLK,167,48808.25876321987,2010
1369,45638.555006554314,Male,56-70,BS,SVC,BLK,80,44545.414127940436,2010
1370,27884.390939564833,Male,18-25,BS,SVC,HSP/NTV,49,27304.43802241918,2010
1371,42324.79577093829,Male,26-35,BS,SVC,HSP/NTV,237,41226.841570732526,2010
1372,51659.12148350085,Male,36-45,BS,SVC,HSP/NTV,211,49627.76088511075,2010
1373,44097.23068615922,Male,46-55,BS,SVC,HSP/NTV,155,46260.54798157431,2010
1374,33984.39624254629,Male,56-70,BS,SVC,HSP/NTV,76,33294.08836454443,2010
1375,28451.78024405597,Male,18-25,BS,SVC,WHT/MIX,380,28430.588179156628,2010
1376,43826.90216341909,Male,26-35,BS,SVC,WHT/MIX,1576,44019.71976866024,2010
1377,59296.29794348861,Male,36-45,BS,SVC,WHT/MIX,1588,59044.915349551215,2010
1378,56201.142322634165,Male,46-55,BS,SVC,WHT/MIX,1242,57481.08194963343,2010
1379,46792.87736278989,Male,56-70,BS,SVC,WHT/MIX,822,48091.24362596195,2010
1380,28918.98420213895,Male,18-25,BS,TRP,ASN,4,33097.509196468694,2010
1381,35242.787329080275,Male,26-35,BS,TRP,ASN,22,35028.393865479404,2010
1382,34211.62225905298,Male,36-45,BS,TRP,ASN,39,35169.382271339906,2010
1383,34278.61204181741,Male,46-55,BS,TRP,ASN,43,34384.12373985504,2010
1384,34764.15618207909,Male,56-70,BS,TRP,ASN,35,38694.857124448834,2010
1385,31978.98463066372,Male,18-25,BS,TRP,BLK,8,28438.012690107167,2010
1386,35746.854016392805,Male,26-35,BS,TRP,BLK,47,38565.05657974413,2010
1387,44768.56377651969,Male,36-45,BS,TRP,BLK,77,44202.976449077556,2010
1388,50010.02685232783,Male,46-55,BS,TRP,BLK,69,50276.43009525949,2010
1389,48237.25160382127,Male,56-70,BS,TRP,BLK,48,45675.59765067375,2010
1390,29079.156295669232,Male,18-25,BS,TRP,HSP/NTV,6,30574.939620594516,2010
1391,37559.65226674714,Male,26-35,BS,TRP,HSP/NTV,62,36907.55595474545,2010
1392,37785.85443829831,Male,36-45,BS,TRP,HSP/NTV,75,42840.589177091475,2010
1393,50809.255045624865,Male,46-55,BS,TRP,HSP/NTV,76,45157.04072125987,2010
1394,36284.47113937556,Male,56-70,BS,TRP,HSP/NTV,38,36597.58300046357,2010
1395,30404.74453207338,Male,18-25,BS,TRP,WHT/MIX,115,29770.321081074482,2010
1396,47819.002931471085,Male,26-35,BS,TRP,WHT/MIX,480,47685.8035752585,2010
1397,62042.93733635506,Male,36-45,BS,TRP,WHT/MIX,505,61214.954232101976,2010
1398,65410.31530827965,Male,46-55,BS,TRP,WHT/MIX,620,66035.40497524799,2010
1399,45937.833254187346,Male,56-70,BS,TRP,WHT/MIX,513,47614.037069742204,2010
1400,27719.55010268277,Male,18-25,CLG,ART,ASN,8,27639.411724416444,2010
1401,38328.2603152823,Male,26-35,CLG,ART,ASN,48,35958.1409545698,2010
1402,47675.63583472569,Male,36-45,CLG,ART,ASN,34,50264.146775418434,2010
1403,50198.36301722156,Male,46-55,CLG,ART,ASN,30,59920.690273013584,2010
1404,48033.94943277672,Male,56-70,CLG,ART,ASN,27,49222.91281408834,2010
1405,28169.104720767147,Male,18-25,CLG,ART,BLK,37,25509.08381553286,2010
1406,36480.391244187274,Male,26-35,CLG,ART,BLK,124,35334.09253345191,2010
1407,41159.310013168746,Male,36-45,CLG,ART,BLK,145,40919.448979613844,2010
1408,42519.53873505501,Male,46-55,CLG,ART,BLK,143,43459.97363573987,2010
1409,39881.80867062691,Male,56-70,CLG,ART,BLK,101,40480.915709230845,2010
1410,27657.34479986378,Male,18-25,CLG,ART,HSP/NTV,52,26539.914702538248,2010
1411,39515.658314403685,Male,26-35,CLG,ART,HSP/NTV,183,38182.18530354358,2010
1412,43749.16786838823,Male,36-45,CLG,ART,HSP/NTV,176,44392.18212041598,2010
1413,49287.02195189735,Male,46-55,CLG,ART,HSP/NTV,134,47527.057349179515,2010
1414,36841.89499306205,Male,56-70,CLG,ART,HSP/NTV,79,37781.21337578797,2010
1415,29739.166601539422,Male,18-25,CLG,ART,WHT/MIX,236,28763.11298443552,2010
1416,39773.94944722818,Male,26-35,CLG,ART,WHT/MIX,782,39773.126034103654,2010
1417,48379.72722003985,Male,36-45,CLG,ART,WHT/MIX,893,48790.87255349938,2010
1418,52290.782516992454,Male,46-55,CLG,ART,WHT/MIX,985,51659.168447625816,2010
1419,52152.03659230142,Male,56-70,CLG,ART,WHT/MIX,762,50903.18219274491,2010
1420,29548.7678925649,Male,18-25,CLG,BUS,ASN,28,31826.38062424228,2010
1421,50998.94499887184,Male,26-35,CLG,BUS,ASN,145,47411.79994008034,2010
1422,52914.504364030785,Male,36-45,CLG,BUS,ASN,169,53405.5720777219,2010
1423,70509.55616426923,Male,46-55,CLG,BUS,ASN,136,60640.46468774641,2010
1424,56578.12376571792,Male,56-70,CLG,BUS,ASN,88,57178.174621376646,2010
1425,28678.549041713908,Male,18-25,CLG,BUS,BLK,46,30204.226958362447,2010
1426,41623.655097683666,Male,26-35,CLG,BUS,BLK,254,42254.754603767055,2010
1427,52153.36537411702,Male,36-45,CLG,BUS,BLK,412,52709.79853780684,2010
1428,53651.78359203544,Male,46-55,CLG,BUS,BLK,361,56005.904389417134,2010
1429,62421.88875348463,Male,56-70,CLG,BUS,BLK,208,58851.202755038015,2010
1430,29569.46540106542,Male,18-25,CLG,BUS,HSP/NTV,135,28130.901863904066,2010
1431,44700.62043369568,Male,26-35,CLG,BUS,HSP/NTV,628,44482.48189717891,2010
1432,56941.76101044805,Male,36-45,CLG,BUS,HSP/NTV,627,57641.495330826256,2010
1433,60499.711081314774,Male,46-55,CLG,BUS,HSP/NTV,477,60333.24390724922,2010
1434,60141.77112628171,Male,56-70,CLG,BUS,HSP/NTV,233,62150.70857149632,2010
1435,30262.355881485684,Male,18-25,CLG,BUS,WHT/MIX,559,30513.205759963163,2010
1436,48512.72457955032,Male,26-35,CLG,BUS,WHT/MIX,3039,48422.98151906101,2010
1437,63500.10052269381,Male,36-45,CLG,BUS,WHT/MIX,4586,63634.43104756679,2010
1438,71173.61663754002,Male,46-55,CLG,BUS,WHT/MIX,6061,71052.45648634263,2010
1439,69525.03754332938,Male,56-70,CLG,BUS,WHT/MIX,4425,68602.71873006935,2010
1440,26969.420709997805,Male,18-25,CLG,HLC,ASN,13,25548.706889765213,2010
1441,43139.83741666571,Male,26-35,CLG,HLC,ASN,66,43680.56905975057,2010
1442,71019.10581915473,Male,36-45,CLG,HLC,ASN,51,64377.82928049539,2010
1443,72172.42891549994,Male,46-55,CLG,HLC,ASN,38,60084.115532152035,2010
1444,70322.1669157303,Male,56-70,CLG,HLC,ASN,24,62017.73858581574,2010
1445,25871.34909434599,Male,18-25,CLG,HLC,BLK,26,25928.599079563202,2010
1446,38289.436269153506,Male,26-35,CLG,HLC,BLK,69,38803.5184161785,2010
1447,45385.13333230134,Male,36-45,CLG,HLC,BLK,106,45790.78265200756,2010
1448,53521.30372744056,Male,46-55,CLG,HLC,BLK,91,52723.31304430432,2010
1449,49506.62730158317,Male,56-70,CLG,HLC,BLK,49,47863.31093796171,2010
1450,27168.769625186487,Male,18-25,CLG,HLC,HSP/NTV,48,28309.07128598562,2010
1451,41278.18007820233,Male,26-35,CLG,HLC,HSP/NTV,156,41096.4461897611,2010
1452,56010.96357798385,Male,36-45,CLG,HLC,HSP/NTV,118,55670.15092061193,2010
1453,62329.12834935738,Male,46-55,CLG,HLC,HSP/NTV,78,57339.72330619935,2010
1454,55402.5704157279,Male,56-70,CLG,HLC,HSP/NTV,37,54659.78482202099,2010
1455,30003.165593612353,Male,18-25,CLG,HLC,WHT/MIX,235,30067.61916124563,2010
1456,42931.820220674505,Male,26-35,CLG,HLC,WHT/MIX,625,43100.314309123416,2010
1457,53145.53985934355,Male,36-45,CLG,HLC,WHT/MIX,734,53551.51111690686,2010
1458,57949.44625092936,Male,46-55,CLG,HLC,WHT/MIX,681,57179.90121219697,2010
1459,57179.25271557965,Male,56-70,CLG,HLC,WHT/MIX,389,56712.0628453896,2010
1460,25231.801487447454,Male,18-25,CLG,MLT,ASN,13,22463.894293827674,2010
1461,38909.427739489875,Male,26-35,CLG,MLT,ASN,15,42727.97986004086,2010
1462,55696.76420302664,Male,36-45,CLG,MLT,ASN,20,53816.493735517935,2010
1463,55051.77335296622,Male,46-55,CLG,MLT,ASN,4,65955.41857800167,2010
1464,55409.124431567114,Male,56-70,CLG,MLT,ASN,1,79999.99999999994,2010
1465,27025.279804739544,Male,18-25,CLG,MLT,BLK,49,26836.05022031614,2010
1466,37920.45513103173,Male,26-35,CLG,MLT,BLK,76,40179.35271809401,2010
1467,56152.99029359815,Male,36-45,CLG,MLT,BLK,74,55554.98929452552,2010
1468,55427.07885334694,Male,46-55,CLG,MLT,BLK,11,55009.28836170625,2010
1469,55895.01737011174,Male,56-70,CLG,MLT,BLK,0,1.0,2010
1470,25064.785671265618,Male,18-25,CLG,MLT,HSP/NTV,94,25830.144399925313,2010
1471,39069.10308882505,Male,26-35,CLG,MLT,HSP/NTV,122,41287.98899086967,2010
1472,51598.367173936174,Male,36-45,CLG,MLT,HSP/NTV,48,52483.868660191554,2010
1473,51874.24866839216,Male,46-55,CLG,MLT,HSP/NTV,11,64075.811224504025,2010
1474,50825.42992632328,Male,56-70,CLG,MLT,HSP/NTV,3,77902.24440025009,2010
1475,25069.632014688028,Male,18-25,CLG,MLT,WHT/MIX,475,25649.705820269824,2010
1476,40720.63900915094,Male,26-35,CLG,MLT,WHT/MIX,506,41357.91440322886,2010
1477,55556.57024796107,Male,36-45,CLG,MLT,WHT/MIX,275,54569.16829016939,2010
1478,60284.1029927142,Male,46-55,CLG,MLT,WHT/MIX,66,61818.66715936423,2010
1479,55284.27301383348,Male,56-70,CLG,MLT,WHT/MIX,4,53068.7802671924,2010
1480,29238.21059774294,Male,18-25,CLG,MTN,ASN,52,27527.63361749834,2010
1481,41393.643470348106,Male,26-35,CLG,MTN,ASN,116,40868.17469653867,2010
1482,43923.6339978632,Male,36-45,CLG,MTN,ASN,137,43837.82027911,2010
1483,50987.45414541062,Male,46-55,CLG,MTN,ASN,175,49722.8396280322,2010
1484,46468.8875003599,Male,56-70,CLG,MTN,ASN,96,48666.62564170777,2010
1485,28792.470708108096,Male,18-25,CLG,MTN,BLK,96,27829.54349291318,2010
1486,34668.11618842254,Male,26-35,CLG,MTN,BLK,314,34683.76767990911,2010
1487,43506.04628268532,Male,36-45,CLG,MTN,BLK,441,43490.93565525004,2010
1488,44841.626208053465,Male,46-55,CLG,MTN,BLK,452,45771.15850600082,2010
1489,42872.19684164328,Male,56-70,CLG,MTN,BLK,245,45534.7394503678,2010
1490,27220.352480317586,Male,18-25,CLG,MTN,HSP/NTV,392,27334.819425254776,2010
1491,36284.83443784317,Male,26-35,CLG,MTN,HSP/NTV,959,36618.097317156804,2010
1492,43635.095331295044,Male,36-45,CLG,MTN,HSP/NTV,841,42997.13021056576,2010
1493,46545.51103695616,Male,46-55,CLG,MTN,HSP/NTV,652,46301.58609623177,2010
1494,46755.37718635734,Male,56-70,CLG,MTN,HSP/NTV,295,45719.71452159739,2010
1495,29767.65684810146,Male,18-25,CLG,MTN,WHT/MIX,2054,29262.665999036526,2010
1496,41664.596983006035,Male,26-35,CLG,MTN,WHT/MIX,5231,41894.38659591133,2010
1497,49405.0389280018,Male,36-45,CLG,MTN,WHT/MIX,5422,49376.716800487884,2010
1498,51463.89912035394,Male,46-55,CLG,MTN,WHT/MIX,6222,51820.76588690216,2010
1499,50343.56005329856,Male,56-70,CLG,MTN,WHT/MIX,3648,49891.23174631243,2010
1500,25685.352180654958,Male,18-25,CLG,PRD,ASN,22,25802.90389445163,2010
1501,33957.17358881986,Male,26-35,CLG,PRD,ASN,92,33043.36894289078,2010
1502,38137.410558657735,Male,36-45,CLG,PRD,ASN,159,39296.69784525718,2010
1503,39925.379491607295,Male,46-55,CLG,PRD,ASN,188,39916.20909617327,2010
1504,37433.409857479804,Male,56-70,CLG,PRD,ASN,115,38314.826238407004,2010
1505,24954.304396454983,Male,18-25,CLG,PRD,BLK,64,23946.44961095727,2010
1506,33587.116445102794,Male,26-35,CLG,PRD,BLK,240,34519.74169151826,2010
1507,39993.5763784482,Male,36-45,CLG,PRD,BLK,369,40847.90252592855,2010
1508,44048.12516268871,Male,46-55,CLG,PRD,BLK,344,44282.54164259936,2010
1509,43405.89304938175,Male,56-70,CLG,PRD,BLK,199,43335.95902103396,2010
1510,26135.42610346233,Male,18-25,CLG,PRD,HSP/NTV,152,26396.0503335179,2010
1511,35365.04140287049,Male,26-35,CLG,PRD,HSP/NTV,391,34219.54310806901,2010
1512,40280.449998081545,Male,36-45,CLG,PRD,HSP/NTV,390,40198.48377058368,2010
1513,42799.7354343959,Male,46-55,CLG,PRD,HSP/NTV,327,42816.61361506078,2010
1514,44400.70014257486,Male,56-70,CLG,PRD,HSP/NTV,177,42786.22883414381,2010
1515,28510.31463349006,Male,18-25,CLG,PRD,WHT/MIX,794,28476.07633273839,2010
1516,39173.23484023998,Male,26-35,CLG,PRD,WHT/MIX,2161,39253.10973526741,2010
1517,46088.26061522674,Male,36-45,CLG,PRD,WHT/MIX,2835,45913.45389434798,2010
1518,50138.53177378372,Male,46-55,CLG,PRD,WHT/MIX,3451,49733.17660077259,2010
1519,48432.17811576692,Male,56-70,CLG,PRD,WHT/MIX,2271,47885.90242930104,2010
1520,25299.77635358396,Male,18-25,CLG,SAL,ASN,97,24934.044057447725,2010
1521,34979.2189554562,Male,26-35,CLG,SAL,ASN,309,33848.17364570883,2010
1522,40088.851700108535,Male,36-45,CLG,SAL,ASN,302,41520.683932699154,2010
1523,43350.17845385609,Male,46-55,CLG,SAL,ASN,326,43537.08176736297,2010
1524,39991.49025774093,Male,56-70,CLG,SAL,ASN,213,40333.73593524379,2010
1525,22773.429558930882,Male,18-25,CLG,SAL,BLK,345,23116.348525085996,2010
1526,32211.577393913285,Male,26-35,CLG,SAL,BLK,715,32602.50292598613,2010
1527,40502.18385057298,Male,36-45,CLG,SAL,BLK,689,39716.56800711158,2010
1528,42188.30953640179,Male,46-55,CLG,SAL,BLK,707,42049.91977752551,2010
1529,39967.5936075507,Male,56-70,CLG,SAL,BLK,380,41500.852428593964,2010
