,WAG,SEX,AGE,EDU,JOB,RACE,WAGP_count,WAGP_mean,Year
1106,23307.909777718498,Female,26-35,No_HS,PRD,BLK,35,22560.86775267688,2013
1107,22499.63710289993,Female,36-45,No_HS,PRD,BLK,40,23829.662100084173,2013
1108,28779.09817293266,Female,46-55,No_HS,PRD,BLK,65,26906.673646006595,2013
1109,22974.46169594224,Female,56-70,No_HS,PRD,BLK,88,25969.891727779286,2013
1110,19390.45515601068,Female,18-25,No_HS,PRD,HSP/NTV,48,19461.449408340748,2013
1111,20101.689123369768,Female,26-35,No_HS,PRD,HSP/NTV,290,19844.548129901792,2013
1112,22324.39812430695,Female,36-45,No_HS,PRD,HSP/NTV,540,21670.38933487665,2013
1113,21153.868381278804,Female,46-55,No_HS,PRD,HSP/NTV,503,21691.481121404522,2013
1114,21805.080029590954,Female,56-70,No_HS,PRD,HSP/NTV,282,22907.309732108955,2013
1115,18811.663057228092,Female,18-25,No_HS,PRD,WHT/MIX,51,19077.859544435974,2013
1116,23869.948880908672,Female,26-35,No_HS,PRD,WHT/MIX,97,24222.79562405329,2013
1117,26800.54995888045,Female,36-45,No_HS,PRD,WHT/MIX,155,26766.034175552293,2013
1118,27203.901680859723,Female,46-55,No_HS,PRD,WHT/MIX,308,26728.138623430143,2013
1119,28186.800254919817,Female,56-70,No_HS,PRD,WHT/MIX,369,27019.800182661165,2013
1120,23294.511030119244,Female,18-25,No_HS,SAL,ASN,11,27773.582923966223,2013
1121,26592.160122500765,Female,26-35,No_HS,SAL,ASN,31,35851.58752210896,2013
1122,26876.299594155586,Female,36-45,No_HS,SAL,ASN,75,25994.72603773676,2013
1123,25827.73996868474,Female,46-55,No_HS,SAL,ASN,100,29634.506260802653,2013
1124,28005.57560633593,Female,56-70,No_HS,SAL,ASN,102,29559.261753525618,2013
1125,23424.159308283623,Female,18-25,No_HS,SAL,BLK,57,22238.78239899161,2013
1126,23381.217072081185,Female,26-35,No_HS,SAL,BLK,82,21614.99739271782,2013
1127,24413.85523908781,Female,36-45,No_HS,SAL,BLK,92,26610.788902109132,2013
1128,30085.95650956377,Female,46-55,No_HS,SAL,BLK,93,31070.666175457412,2013
1129,30897.69636407955,Female,56-70,No_HS,SAL,BLK,100,30772.944092131962,2013
1130,19268.328689713835,Female,18-25,No_HS,SAL,HSP/NTV,175,19801.014245158512,2013
1131,25252.053357699573,Female,26-35,No_HS,SAL,HSP/NTV,371,24291.59481641319,2013
1132,25021.416998014265,Female,36-45,No_HS,SAL,HSP/NTV,447,25481.851015518077,2013
1133,27141.971518799866,Female,46-55,No_HS,SAL,HSP/NTV,315,27103.573162991215,2013
1134,27142.13279921949,Female,56-70,No_HS,SAL,HSP/NTV,192,27918.21486173077,2013
1135,22109.38790912771,Female,18-25,No_HS,SAL,WHT/MIX,167,21378.622361993235,2013
1136,24012.552266974617,Female,26-35,No_HS,SAL,WHT/MIX,368,24426.731161404758,2013
1137,28158.75087062304,Female,36-45,No_HS,SAL,WHT/MIX,455,28006.390185825254,2013
1138,29268.124400704302,Female,46-55,No_HS,SAL,WHT/MIX,746,28993.29223403517,2013
1139,29480.06298382747,Female,56-70,No_HS,SAL,WHT/MIX,721,28700.214213684492,2013
1140,31948.27784107598,Female,18-25,No_HS,SCI,ASN,0,1.0,2013
1141,67433.4741989428,Female,26-35,No_HS,SCI,ASN,1,60000.00000000002,2013
1142,62890.83493207347,Female,36-45,No_HS,SCI,ASN,3,56628.963770563714,2013
1143,64182.10202346413,Female,46-55,No_HS,SCI,ASN,9,67471.49977607965,2013
1144,61653.27910324928,Female,56-70,No_HS,SCI,ASN,3,35390.00004817219,2013
1145,30153.901503935445,Female,18-25,No_HS,SCI,BLK,0,1.0,2013
1146,56393.10000547346,Female,26-35,No_HS,SCI,BLK,2,81975.60612767674,2013
1147,48295.89353196102,Female,36-45,No_HS,SCI,BLK,2,42813.549257215316,2013
1148,50151.784302913235,Female,46-55,No_HS,SCI,BLK,4,45550.514729524606,2013
1149,49648.83858018714,Female,56-70,No_HS,SCI,BLK,0,1.0,2013
1150,31077.176377674674,Female,18-25,No_HS,SCI,HSP/NTV,0,1.0,2013
1151,54857.44747209981,Female,26-35,No_HS,SCI,HSP/NTV,11,54698.36436318883,2013
1152,48049.1041977811,Female,36-45,No_HS,SCI,HSP/NTV,10,43372.46548801125,2013
1153,50026.21246337253,Female,46-55,No_HS,SCI,HSP/NTV,8,38186.462513602906,2013
1154,49970.728177583966,Female,56-70,No_HS,SCI,HSP/NTV,3,66282.23185373876,2013
1155,31837.762498897762,Female,18-25,No_HS,SCI,WHT/MIX,6,27441.958554595974,2013
1156,53381.333371770874,Female,26-35,No_HS,SCI,WHT/MIX,17,37338.721258448095,2013
1157,49404.24985681969,Female,36-45,No_HS,SCI,WHT/MIX,10,42797.819194939504,2013
1158,50673.480949761935,Female,46-55,No_HS,SCI,WHT/MIX,14,45991.76242167333,2013
1159,49402.87512301233,Female,56-70,No_HS,SCI,WHT/MIX,13,35120.375904687025,2013
1160,20363.11244366794,Female,18-25,No_HS,SVC,ASN,16,21102.83956781115,2013
1161,23725.9401755074,Female,26-35,No_HS,SVC,ASN,59,23688.135902883358,2013
1162,25277.58945684849,Female,36-45,No_HS,SVC,ASN,179,25088.692985084777,2013
1163,24263.594948764206,Female,46-55,No_HS,SVC,ASN,195,24108.32567382684,2013
1164,23608.954598766028,Female,56-70,No_HS,SVC,ASN,199,24199.14057959059,2013
1165,20461.5050147596,Female,18-25,No_HS,SVC,BLK,55,19933.328923717443,2013
1166,21225.09011786769,Female,26-35,No_HS,SVC,BLK,140,21614.16792179202,2013
1167,24235.811940442192,Female,36-45,No_HS,SVC,BLK,192,23228.51238729436,2013
1168,22703.931727562387,Female,46-55,No_HS,SVC,BLK,351,23320.991119402905,2013
1169,23681.558986364416,Female,56-70,No_HS,SVC,BLK,409,23290.973914024846,2013
1170,19071.462697396582,Female,18-25,No_HS,SVC,HSP/NTV,147,18876.859710161854,2013
1171,19747.908488204874,Female,26-35,No_HS,SVC,HSP/NTV,514,19668.41355724444,2013
1172,20689.552790509388,Female,36-45,No_HS,SVC,HSP/NTV,880,20757.21710030215,2013
1173,22755.419939075644,Female,46-55,No_HS,SVC,HSP/NTV,963,22418.060867409797,2013
1174,22719.8089774606,Female,56-70,No_HS,SVC,HSP/NTV,591,22432.73469731666,2013
1175,20185.456333068552,Female,18-25,No_HS,SVC,WHT/MIX,159,19615.372156105204,2013
1176,21773.671917008833,Female,26-35,No_HS,SVC,WHT/MIX,276,22017.976561912175,2013
1177,23275.65441510334,Female,36-45,No_HS,SVC,WHT/MIX,325,23248.18289771203,2013
1178,24001.542877364547,Female,46-55,No_HS,SVC,WHT/MIX,610,24029.31088585458,2013
1179,23579.12631031541,Female,56-70,No_HS,SVC,WHT/MIX,635,24127.603113978003,2013
1180,18769.213272646433,Female,18-25,No_HS,TRP,ASN,2,17888.54381999831,2013
1181,22888.742865970347,Female,26-35,No_HS,TRP,ASN,8,33701.10267976725,2013
1182,24944.433056513,Female,36-45,No_HS,TRP,ASN,24,23301.63632400133,2013
1183,26583.659931533515,Female,46-55,No_HS,TRP,ASN,20,25809.505151689056,2013
1184,24045.876612369757,Female,56-70,No_HS,TRP,ASN,23,23755.6906716552,2013
1185,18826.000272601097,Female,18-25,No_HS,TRP,BLK,3,20961.835445195444,2013
1186,23817.295055038732,Female,26-35,No_HS,TRP,BLK,26,23249.732137882143,2013
1187,26775.507070894757,Female,36-45,No_HS,TRP,BLK,26,23831.74099388574,2013
1188,31707.087850026346,Female,46-55,No_HS,TRP,BLK,23,32833.44862838505,2013
1189,26067.859979322602,Female,56-70,No_HS,TRP,BLK,35,24480.960011105242,2013
1190,18189.488391148625,Female,18-25,No_HS,TRP,HSP/NTV,32,17704.696493443367,2013
1191,20774.23681563453,Female,26-35,No_HS,TRP,HSP/NTV,112,20081.31188882893,2013
1192,20574.421684113993,Female,36-45,No_HS,TRP,HSP/NTV,207,20912.490036206334,2013
1193,21312.322324769844,Female,46-55,No_HS,TRP,HSP/NTV,180,21066.538562920894,2013
1194,21800.101604841304,Female,56-70,No_HS,TRP,HSP/NTV,71,21723.82241502799,2013
1195,20338.12830767221,Female,18-25,No_HS,TRP,WHT/MIX,12,20727.752842746566,2013
1196,23205.479514652307,Female,26-35,No_HS,TRP,WHT/MIX,40,23047.189336223146,2013
1197,29035.847774937345,Female,36-45,No_HS,TRP,WHT/MIX,68,27668.63294425995,2013
1198,25429.134260796884,Female,46-55,No_HS,TRP,WHT/MIX,130,26279.08612720681,2013
1199,25576.596494421647,Female,56-70,No_HS,TRP,WHT/MIX,109,28020.523414146366,2013
1200,30961.976855164005,Male,18-25,BS,ART,ASN,59,31307.589916040015,2013
1201,43297.36289485308,Male,26-35,BS,ART,ASN,168,46301.65424037535,2013
1202,59683.53760273435,Male,36-45,BS,ART,ASN,134,59384.38033946436,2013
1203,53629.209597124405,Male,46-55,BS,ART,ASN,74,58545.893150723896,2013
1204,55025.10399662802,Male,56-70,BS,ART,ASN,61,57966.46850482628,2013
1205,35065.22403838097,Male,18-25,BS,ART,BLK,49,32928.92752605821,2013
1206,41547.08827735435,Male,26-35,BS,ART,BLK,225,38155.18392103068,2013
1207,46551.08112287169,Male,36-45,BS,ART,BLK,217,47196.89945145536,2013
1208,52763.47736118951,Male,46-55,BS,ART,BLK,241,52228.33926451019,2013
1209,49620.20614794762,Male,56-70,BS,ART,BLK,163,48292.99880632566,2013
1210,32447.348853168456,Male,18-25,BS,ART,HSP/NTV,72,35584.27397227719,2013
1211,43219.934435392286,Male,26-35,BS,ART,HSP/NTV,361,41536.98241616087,2013
1212,52510.27981845449,Male,36-45,BS,ART,HSP/NTV,296,52363.16268856049,2013
1213,55146.60089232489,Male,46-55,BS,ART,HSP/NTV,198,55639.47135598525,2013
1214,46488.5329903033,Male,56-70,BS,ART,HSP/NTV,114,46624.80128046534,2013
1215,31715.29399068057,Male,18-25,BS,ART,WHT/MIX,725,31484.94949977638,2013
1216,42705.87934334619,Male,26-35,BS,ART,WHT/MIX,2940,43020.78430123773,2013
1217,57103.00759232178,Male,36-45,BS,ART,WHT/MIX,2464,55895.1313994016,2013
1218,60934.66475881631,Male,46-55,BS,ART,WHT/MIX,2068,61070.219348739825,2013
1219,58004.665484640645,Male,56-70,BS,ART,WHT/MIX,1698,58907.16894626748,2013
1220,46800.21099803559,Male,18-25,BS,BUS,ASN,142,46916.5199999094,2013
1221,66047.61953140161,Male,26-35,BS,BUS,ASN,711,66852.78135933063,2013
1222,86530.34367763942,Male,36-45,BS,BUS,ASN,746,87306.9395902195,2013
1223,87311.345725279,Male,46-55,BS,BUS,ASN,491,85865.2653360406,2013
1224,70872.75993977103,Male,56-70,BS,BUS,ASN,345,73945.56807485003,2013
1225,39421.936411066454,Male,18-25,BS,BUS,BLK,70,39567.86838052576,2013
1226,52459.70405590131,Male,26-35,BS,BUS,BLK,342,51542.12682323284,2013
1227,68296.6186527882,Male,36-45,BS,BUS,BLK,397,69800.43312565236,2013
1228,73796.25526003589,Male,46-55,BS,BUS,BLK,425,76076.63859491092,2013
1229,78259.5846397531,Male,56-70,BS,BUS,BLK,263,74629.78777107611,2013
1230,43215.74665976725,Male,18-25,BS,BUS,HSP/NTV,96,39919.55398223685,2013
1231,56334.83385606632,Male,26-35,BS,BUS,HSP/NTV,589,57222.0492529492,2013
1232,77991.90277806205,Male,36-45,BS,BUS,HSP/NTV,645,77683.35692024231,2013
1233,81628.92846475793,Male,46-55,BS,BUS,HSP/NTV,530,81814.14450425938,2013
1234,76262.70286191594,Male,56-70,BS,BUS,HSP/NTV,253,75762.0430266658,2013
1235,43779.590139687156,Male,18-25,BS,BUS,WHT/MIX,1246,42109.340596297676,2013
1236,64305.06173539534,Male,26-35,BS,BUS,WHT/MIX,6698,64000.084028779995,2013
1237,90688.49591503547,Male,36-45,BS,BUS,WHT/MIX,7764,90626.35217337344,2013
1238,100785.98062881263,Male,46-55,BS,BUS,WHT/MIX,9031,101464.27275600296,2013
1239,91569.9462655055,Male,56-70,BS,BUS,WHT/MIX,7041,93105.15285063394,2013
1240,35589.715453167766,Male,18-25,BS,HLC,ASN,27,41276.48743189893,2013
1241,65531.28119989296,Male,26-35,BS,HLC,ASN,132,61644.47899718119,2013
1242,77355.47360507668,Male,36-45,BS,HLC,ASN,185,76679.7605605079,2013
1243,83588.48812405531,Male,46-55,BS,HLC,ASN,101,76187.48212088612,2013
1244,82979.21847508183,Male,56-70,BS,HLC,ASN,90,75377.79915004816,2013
1245,35356.45354710366,Male,18-25,BS,HLC,BLK,8,25068.718148583765,2013
1246,52671.010774160415,Male,26-35,BS,HLC,BLK,59,55885.55935144621,2013
1247,56573.27868907877,Male,36-45,BS,HLC,BLK,62,53412.97948267036,2013
1248,76732.42583802114,Male,46-55,BS,HLC,BLK,74,71617.58143536495,2013
1249,73591.40148459449,Male,56-70,BS,HLC,BLK,41,76830.20317928982,2013
1250,35355.922040921585,Male,18-25,BS,HLC,HSP/NTV,8,31178.446892207372,2013
1251,51079.74414107223,Male,26-35,BS,HLC,HSP/NTV,69,51239.02989987981,2013
1252,58312.49740550303,Male,36-45,BS,HLC,HSP/NTV,59,59368.10409816143,2013
1253,79068.48118337383,Male,46-55,BS,HLC,HSP/NTV,61,74186.44268098612,2013
1254,67826.31976568013,Male,56-70,BS,HLC,HSP/NTV,26,69649.65084222899,2013
1255,35195.88324564089,Male,18-25,BS,HLC,WHT/MIX,142,34960.02288113001,2013
1256,51946.87820670415,Male,26-35,BS,HLC,WHT/MIX,534,51143.44863632943,2013
1257,77676.91743131288,Male,36-45,BS,HLC,WHT/MIX,550,74348.0415567293,2013
1258,86527.42683798648,Male,46-55,BS,HLC,WHT/MIX,549,85202.70169924264,2013
1259,81811.54910381755,Male,56-70,BS,HLC,WHT/MIX,544,80515.33957483337,2013
1260,34677.013586268105,Male,18-25,BS,MLT,ASN,2,54772.255750516626,2013
1261,54030.254534916014,Male,26-35,BS,MLT,ASN,13,71636.01516946661,2013
1262,65509.724137744546,Male,36-45,BS,MLT,ASN,13,77863.74499185492,2013
1263,63856.867693339394,Male,46-55,BS,MLT,ASN,2,125499.00398011133,2013
1264,57998.335184633135,Male,56-70,BS,MLT,ASN,0,1.0,2013
1265,31894.872327689583,Male,18-25,BS,MLT,BLK,10,27059.423115702313,2013
1266,52600.03386575822,Male,26-35,BS,MLT,BLK,27,42823.74584059185,2013
1267,66413.61174682529,Male,36-45,BS,MLT,BLK,26,74019.65179035415,2013
1268,64827.304148456424,Male,46-55,BS,MLT,BLK,5,73812.17988972415,2013
1269,58670.2228867406,Male,56-70,BS,MLT,BLK,0,1.0,2013
1270,32414.504122678893,Male,18-25,BS,MLT,HSP/NTV,9,42062.24589650473,2013
1271,54079.5280039817,Male,26-35,BS,MLT,HSP/NTV,32,51048.21952931006,2013
1272,65244.965094246145,Male,36-45,BS,MLT,HSP/NTV,19,62200.95578203286,2013
1273,66623.97342997798,Male,46-55,BS,MLT,HSP/NTV,4,71228.22725286889,2013
1274,55709.86231217011,Male,56-70,BS,MLT,HSP/NTV,0,1.0,2013
1275,33208.54063466933,Male,18-25,BS,MLT,WHT/MIX,109,36039.62351157408,2013
1276,53610.89643028724,Male,26-35,BS,MLT,WHT/MIX,260,54738.94455135508,2013
1277,75036.7182717668,Male,36-45,BS,MLT,WHT/MIX,119,78180.27463526932,2013
1278,85891.1641477056,Male,46-55,BS,MLT,WHT/MIX,51,87111.71516743166,2013
1279,57048.25280538771,Male,56-70,BS,MLT,WHT/MIX,2,81975.60612767674,2013
1280,34055.319197059805,Male,18-25,BS,MTN,ASN,5,30054.64500969905,2013
1281,38221.99449183532,Male,26-35,BS,MTN,ASN,59,41571.933283805425,2013
1282,52650.04479277279,Male,36-45,BS,MTN,ASN,53,51146.884813102544,2013
1283,51369.48498285988,Male,46-55,BS,MTN,ASN,79,55575.124752971475,2013
1284,54692.904288016405,Male,56-70,BS,MTN,ASN,57,56416.11979593288,2013
1285,33544.23824598653,Male,18-25,BS,MTN,BLK,11,44169.02764620919,2013
1286,34923.54029688222,Male,26-35,BS,MTN,BLK,59,36104.300223312675,2013
1287,49457.807934149285,Male,36-45,BS,MTN,BLK,68,50094.676870805764,2013
1288,53611.15073180069,Male,46-55,BS,MTN,BLK,65,56715.24606007973,2013
1289,51089.052853072535,Male,56-70,BS,MTN,BLK,42,52951.95946565173,2013
1290,32497.50433938457,Male,18-25,BS,MTN,HSP/NTV,29,30037.519479302773,2013
1291,40454.93244682637,Male,26-35,BS,MTN,HSP/NTV,120,36826.741198191965,2013
1292,43648.03722297326,Male,36-45,BS,MTN,HSP/NTV,152,44359.74462999334,2013
1293,48272.13722748371,Male,46-55,BS,MTN,HSP/NTV,135,45287.71467069653,2013
1294,44681.66924886643,Male,56-70,BS,MTN,HSP/NTV,64,45071.663122212136,2013
1295,32346.68672035249,Male,18-25,BS,MTN,WHT/MIX,232,31943.15804155037,2013
1296,44388.85590797931,Male,26-35,BS,MTN,WHT/MIX,893,43897.2086949167,2013
1297,55770.51757399835,Male,36-45,BS,MTN,WHT/MIX,838,55660.48785568172,2013
1298,59980.71961401506,Male,46-55,BS,MTN,WHT/MIX,869,58605.92847507513,2013
1299,55219.23842804864,Male,56-70,BS,MTN,WHT/MIX,813,54842.110634953046,2013
1300,35373.81592507968,Male,18-25,BS,PRD,ASN,5,32655.508569217116,2013
1301,36647.50609723912,Male,26-35,BS,PRD,ASN,61,43483.848752603066,2013
1302,50514.12576605371,Male,36-45,BS,PRD,ASN,64,49473.56947427457,2013
1303,42315.356562313806,Male,46-55,BS,PRD,ASN,94,43651.90376292869,2013
1304,44164.17266782856,Male,56-70,BS,PRD,ASN,58,41037.47658047811,2013
1305,33166.60682914205,Male,18-25,BS,PRD,BLK,10,27509.60747947108,2013
1306,34539.24728940216,Male,26-35,BS,PRD,BLK,37,36681.03061585576,2013
1307,42255.25087182845,Male,36-45,BS,PRD,BLK,50,47669.431670719365,2013
1308,50801.59257686236,Male,46-55,BS,PRD,BLK,62,53375.48091171958,2013
1309,50251.73471499788,Male,56-70,BS,PRD,BLK,43,47871.920932851914,2013
1310,33238.16494292699,Male,18-25,BS,PRD,HSP/NTV,11,31307.468267551078,2013
1311,33136.43740672206,Male,26-35,BS,PRD,HSP/NTV,64,36020.552603350705,2013
1312,38549.24439417583,Male,36-45,BS,PRD,HSP/NTV,69,40401.044626001865,2013
1313,52833.49236442254,Male,46-55,BS,PRD,HSP/NTV,78,49679.16204376919,2013
1314,44829.37185574516,Male,56-70,BS,PRD,HSP/NTV,49,42257.313047640244,2013
1315,34189.6840298339,Male,18-25,BS,PRD,WHT/MIX,131,31703.114032191308,2013
1316,47113.477960075805,Male,26-35,BS,PRD,WHT/MIX,525,46447.44144368114,2013
1317,56445.677824784245,Male,36-45,BS,PRD,WHT/MIX,562,56050.98215176346,2013
1318,59575.986582667545,Male,46-55,BS,PRD,WHT/MIX,666,59071.431413519225,2013
1319,55268.47209952318,Male,56-70,BS,PRD,WHT/MIX,587,54526.379913387886,2013
1320,37410.7275583088,Male,18-25,BS,SAL,ASN,75,37740.12652157353,2013
1321,43372.37103647542,Male,26-35,BS,SAL,ASN,412,45308.141977164116,2013
1322,54002.45875601639,Male,36-45,BS,SAL,ASN,395,57437.66250026775,2013
1323,52429.263257344996,Male,46-55,BS,SAL,ASN,304,50276.827051294465,2013
1324,46901.06878340901,Male,56-70,BS,SAL,ASN,278,46387.13820584467,2013
1325,26889.821746060807,Male,18-25,BS,SAL,BLK,95,28267.713340985934,2013
1326,37130.939766652475,Male,26-35,BS,SAL,BLK,372,38548.72592261159,2013
1327,53518.99414336402,Male,36-45,BS,SAL,BLK,264,50977.51666665953,2013
1328,60275.406672033794,Male,46-55,BS,SAL,BLK,275,60835.18501505087,2013
1329,48530.992882113715,Male,56-70,BS,SAL,BLK,172,51292.78484028737,2013
1330,29363.771891479835,Male,18-25,BS,SAL,HSP/NTV,124,31346.213168883714,2013
1331,45121.16706545188,Male,26-35,BS,SAL,HSP/NTV,463,44715.04348234672,2013
1332,54077.50061621829,Male,36-45,BS,SAL,HSP/NTV,357,56115.73974245791,2013
1333,60871.174478431654,Male,46-55,BS,SAL,HSP/NTV,323,57448.93013648653,2013
1334,54044.01889991018,Male,56-70,BS,SAL,HSP/NTV,209,52398.14433737659,2013
1335,32812.2416472652,Male,18-25,BS,SAL,WHT/MIX,1064,33456.1274643449,2013
1336,52552.287286309394,Male,26-35,BS,SAL,WHT/MIX,4568,52429.06653491453,2013
1337,74170.73317776973,Male,36-45,BS,SAL,WHT/MIX,4399,74106.21911012546,2013
1338,79281.7907047127,Male,46-55,BS,SAL,WHT/MIX,4862,78618.68333622355,2013
1339,66452.58117735996,Male,56-70,BS,SAL,WHT/MIX,4277,65751.18306334478,2013
1340,51052.08899105429,Male,18-25,BS,SCI,ASN,175,52462.6099052784,2013
1341,69914.924565756,Male,26-35,BS,SCI,ASN,1024,69559.36048800818,2013
1342,91848.65613368855,Male,36-45,BS,SCI,ASN,954,92987.03099148996,2013
1343,88816.98437493964,Male,46-55,BS,SCI,ASN,508,89222.72932804555,2013
1344,86649.15710135808,Male,56-70,BS,SCI,ASN,211,86385.22176678627,2013
1345,42813.81504717002,Male,18-25,BS,SCI,BLK,51,39483.76802442392,2013
1346,57203.69517358813,Male,26-35,BS,SCI,BLK,186,55831.461582260294,2013
1347,74347.40438949669,Male,36-45,BS,SCI,BLK,235,75326.60469213857,2013
1348,78167.80866408261,Male,46-55,BS,SCI,BLK,198,79171.51321092468,2013
1349,77156.29659116319,Male,56-70,BS,SCI,BLK,101,76673.78050576756,2013
1350,43363.29887429846,Male,18-25,BS,SCI,HSP/NTV,87,42347.96905986189,2013
1351,65516.73383114868,Male,26-35,BS,SCI,HSP/NTV,378,62900.96600322177,2013
1352,77432.74134662776,Male,36-45,BS,SCI,HSP/NTV,356,76218.98176122684,2013
1353,80932.13181486174,Male,46-55,BS,SCI,HSP/NTV,227,82165.8777009601,2013
1354,80932.64899483569,Male,56-70,BS,SCI,HSP/NTV,114,80208.45393939452,2013
1355,48932.74340913314,Male,18-25,BS,SCI,WHT/MIX,1173,48147.0674158419,2013
1356,65138.926116392075,Male,26-35,BS,SCI,WHT/MIX,4701,64956.66957328981,2013
1357,84029.28999843435,Male,36-45,BS,SCI,WHT/MIX,4149,83329.27130542435,2013
1358,93046.29960768882,Male,46-55,BS,SCI,WHT/MIX,4230,93214.97727488137,2013
1359,92569.33535056129,Male,56-70,BS,SCI,WHT/MIX,2860,91845.76275061013,2013
1360,28328.563306529657,Male,18-25,BS,SVC,ASN,21,29030.4906240294,2013
1361,35481.46898473909,Male,26-35,BS,SVC,ASN,97,36568.06766685128,2013
1362,38647.42743258395,Male,36-45,BS,SVC,ASN,138,42216.27191407517,2013
1363,36648.70506775613,Male,46-55,BS,SVC,ASN,115,37583.06146509639,2013
1364,33099.13141949009,Male,56-70,BS,SVC,ASN,98,33501.333919703175,2013
1365,24762.980432760814,Male,18-25,BS,SVC,BLK,40,23405.57458114421,2013
1366,35999.08338383624,Male,26-35,BS,SVC,BLK,169,37535.54683681442,2013
1367,45469.9758589104,Male,36-45,BS,SVC,BLK,191,48695.06849076224,2013
1368,44066.01120234695,Male,46-55,BS,SVC,BLK,180,48633.6500883562,2013
1369,43786.186356853636,Male,56-70,BS,SVC,BLK,121,43927.00039677973,2013
1370,23214.618371437915,Male,18-25,BS,SVC,HSP/NTV,55,23615.398935210254,2013
1371,39029.09269328191,Male,26-35,BS,SVC,HSP/NTV,271,40548.403798620864,2013
1372,49652.24118577367,Male,36-45,BS,SVC,HSP/NTV,236,47719.01585401148,2013
1373,50804.87577802693,Male,46-55,BS,SVC,HSP/NTV,161,46013.132591310576,2013
1374,36584.89949748173,Male,56-70,BS,SVC,HSP/NTV,98,34692.8613418725,2013
1375,27428.177737799375,Male,18-25,BS,SVC,WHT/MIX,396,28244.582130245526,2013
1376,43862.8250787107,Male,26-35,BS,SVC,WHT/MIX,1803,43835.9045033453,2013
1377,60266.76561098295,Male,36-45,BS,SVC,WHT/MIX,1588,59437.71625712852,2013
1378,59710.33407232466,Male,46-55,BS,SVC,WHT/MIX,1203,61012.937951522414,2013
1379,49729.68091926692,Male,56-70,BS,SVC,WHT/MIX,893,48652.522102854586,2013
1380,28479.93128561677,Male,18-25,BS,TRP,ASN,6,23664.51784009055,2013
1381,36075.201192288834,Male,26-35,BS,TRP,ASN,33,34285.32869894727,2013
1382,42634.24909769058,Male,36-45,BS,TRP,ASN,46,38788.17389319397,2013
1383,48227.25457805074,Male,46-55,BS,TRP,ASN,54,44174.67678459992,2013
1384,36228.60584750319,Male,56-70,BS,TRP,ASN,46,34713.90408135896,2013
1385,27296.225701746465,Male,18-25,BS,TRP,BLK,12,29021.50084889214,2013
1386,36804.37538381086,Male,26-35,BS,TRP,BLK,56,37886.93872340965,2013
1387,47012.35956743303,Male,36-45,BS,TRP,BLK,63,45805.061918598025,2013
1388,45659.73696332589,Male,46-55,BS,TRP,BLK,91,44440.49598845238,2013
1389,41801.476606129036,Male,56-70,BS,TRP,BLK,59,40670.5163878916,2013
1390,26818.54603443891,Male,18-25,BS,TRP,HSP/NTV,18,22794.439429795875,2013
1391,42258.72403642581,Male,26-35,BS,TRP,HSP/NTV,60,42508.51864817709,2013
1392,46545.36110881447,Male,36-45,BS,TRP,HSP/NTV,82,41832.219198919556,2013
1393,52422.293524427114,Male,46-55,BS,TRP,HSP/NTV,86,48346.89511725997,2013
1394,36236.54015406981,Male,56-70,BS,TRP,HSP/NTV,65,37289.07458990139,2013
1395,28365.24792491319,Male,18-25,BS,TRP,WHT/MIX,126,30116.555130241093,2013
1396,44227.31908621765,Male,26-35,BS,TRP,WHT/MIX,502,45616.66389174956,2013
1397,65124.571507902765,Male,36-45,BS,TRP,WHT/MIX,539,63543.93204493977,2013
1398,69123.56928107631,Male,46-55,BS,TRP,WHT/MIX,594,65396.05163518808,2013
1399,49602.90388798344,Male,56-70,BS,TRP,WHT/MIX,493,50412.12084825197,2013
1400,28130.381762101562,Male,18-25,CLG,ART,ASN,12,37053.006765868995,2013
1401,36269.06944677876,Male,26-35,CLG,ART,ASN,30,42359.57786533924,2013
1402,45440.238824747474,Male,36-45,CLG,ART,ASN,30,48834.4285622898,2013
1403,40331.986167578,Male,46-55,CLG,ART,ASN,30,44230.69668846634,2013
1404,43213.86700372336,Male,56-70,CLG,ART,ASN,21,46936.716709749366,2013
1405,26577.581948591087,Male,18-25,CLG,ART,BLK,38,28758.979363398234,2013
1406,33441.94322714127,Male,26-35,CLG,ART,BLK,129,34596.51589642574,2013
1407,42570.98903397236,Male,36-45,CLG,ART,BLK,131,39278.71814994,2013
1408,41460.30717096773,Male,46-55,CLG,ART,BLK,137,40197.18014504324,2013
1409,48047.71416684004,Male,56-70,CLG,ART,BLK,100,46832.45627835299,2013
1410,28100.205636597144,Male,18-25,CLG,ART,HSP/NTV,71,26353.974028425997,2013
1411,36522.84114800672,Male,26-35,CLG,ART,HSP/NTV,201,36659.269025827554,2013
1412,41249.61949737679,Male,36-45,CLG,ART,HSP/NTV,169,42480.96082038817,2013
1413,44670.54358569421,Male,46-55,CLG,ART,HSP/NTV,138,47282.34553316782,2013
1414,48138.61964981501,Male,56-70,CLG,ART,HSP/NTV,97,45999.837755607725,2013
1415,26701.556551776877,Male,18-25,CLG,ART,WHT/MIX,225,28181.076242340754,2013
1416,38048.569349913836,Male,26-35,CLG,ART,WHT/MIX,742,38763.168840039856,2013
1417,48936.53262667762,Male,36-45,CLG,ART,WHT/MIX,827,49516.14548976313,2013
1418,53890.38624792325,Male,46-55,CLG,ART,WHT/MIX,1005,53168.71763634178,2013
