,Variable,Category,Total_Count,M_Wage_f,M_Wage_m,M_Wage_Avg,M_Wage_Diff,M_Count,M_Pct_Ct,F_Wage_m,F_Wage_f,F_Wage_Avg,F_Wage_Diff,F_Count,F_Pct_Ct,F_M_Ratio_f,F_M_Ratio_m,F_M_Ratio_Avg,F_M_Ratio_Diff,Year
1,RACE,Black,81171,44230.886,42245.857,43238.372,-1985.029,37229,0.4586490248980547,35788.362,38130.029,36959.196,-2341.667,43942,0.5413509751019453,0.862,0.847,0.854,0.015,2012
2,RACE,Hispanic,111355,42115.483,38427.298,40271.39,-3688.185,66671,0.59872479906605,30834.792,34655.331,32745.062,-3820.539,44684,0.40127520093394997,0.823,0.802,0.812,0.021,2012
3,RACE,Mixed,13328,50932.442,50736.742,50834.592,-195.7,7319,0.5491446578631453,41152.976,41858.68,41505.828,-705.704,6009,0.45085534213685474,0.822,0.811,0.816,0.011,2012
4,RACE,Native,8099,44034.807,41638.719,42836.763,-2396.088,4127,0.5095690826027904,34482.273,35639.835,35061.054,-1157.562,3972,0.4904309173972095,0.809,0.828,0.818,-0.019,2012
5,RACE,White,654412,58332.653,58935.868,58634.261,603.215,372013,0.5684690989774026,44882.555,44675.218,44778.886,207.337,282399,0.4315309010225974,0.766,0.762,0.764,0.004,2012
0,AGE,18-22,22617,23858.652,23646.909,23752.78,-211.743,14488,0.6405800946190918,21102.344,21423.312,21262.828,-320.968,8129,0.3594199053809082,0.898,0.892,0.895,0.006,2012
1,AGE,23-28,96180,35428.432,34498.225,34963.328,-930.207,53196,0.5530879600748596,29955.58,32087.233,31021.406,-2131.653,42984,0.44691203992514034,0.906,0.868,0.887,0.038,2012
2,AGE,29-36,158613,50116.239,48336.076,49226.158,-1780.163,90446,0.5702306872702742,39341.778,41825.901,40583.84,-2484.123,68167,0.4297693127297258,0.835,0.814,0.824,0.021,2012
3,AGE,37-45,196151,59658.804,59206.681,59432.742,-452.123,112380,0.5729259601021662,45115.429,46078.613,45597.021,-963.184,83771,0.4270740398978338,0.772,0.762,0.767,0.01,2012
4,AGE,46-55,255651,61136.787,62004.282,61570.534,867.495,140149,0.5482043880133464,46612.271,45928.585,46270.428,683.686,115502,0.4517956119866537,0.751,0.752,0.752,-0.001,2012
5,AGE,56-70,186614,57790.622,61848.986,59819.804,4058.364,102710,0.5503874307393872,47596.046,45060.804,46328.425,2535.242,83904,0.4496125692606128,0.78,0.77,0.775,0.01,2012
0,SEX,Female,941671,55716.92,55725.221,55721.07,8.301,528594,0.5613361779220131,43269.033,44002.298,43635.666,-733.265,413077,0.4386638220779869,0.79,0.776,0.783,0.014,2013
0,EDU,B.S._Degree,222440,65081.23,69823.45,67452.34,4742.22,118156,0.5311814421866571,54444.729,51350.154,52897.442,3094.575,104284,0.4688185578133429,0.789,0.78,0.784,0.009,2013
1,EDU,Highschool,222402,41104.124,40228.088,40666.106,-876.036,137375,0.6176877905774228,30390.658,30993.547,30692.102,-602.889,85027,0.38231220942257715,0.754,0.755,0.754,-0.001,2013
2,EDU,M.S._Degree,99582,73865.459,84989.703,79427.581,11124.244,47289,0.47487497740555523,68380.087,62359.409,65369.748,6020.678,52293,0.5251250225944448,0.844,0.805,0.824,0.039,2013
3,EDU,No_Highschool,61532,31390.68,31905.759,31648.22,515.079,42986,0.6985958525645193,24608.91,25388.455,24998.683,-779.545,18546,0.3014041474354807,0.809,0.771,0.79,0.038,2013
4,EDU,PhD_or_Prof,40306,104272.939,109329.62,106801.28,5056.681,24003,0.595519277526919,84816.843,82982.006,83899.424,1834.837,16303,0.4044807224730809,0.796,0.776,0.786,0.02,2013
5,EDU,Some_College,295409,48225.107,48271.601,48248.354,46.494,158785,0.537509012927839,37387.285,37338.819,37363.052,48.466,136624,0.46249098707216096,0.774,0.775,0.774,-0.001,2013
0,JOB,Art,106738,55235.159,61352.624,58293.892,6117.465,38778,0.3633007925949521,51370.852,46760.068,49065.46,4610.784,67960,0.6366992074050479,0.847,0.837,0.842,0.01,2013
1,JOB,Business,172497,76592.111,79794.57,78193.34,3202.459,95314,0.5525545371803567,62018.452,59934.332,60976.392,2084.12,77183,0.44744546281964326,0.783,0.777,0.78,0.006,2013
2,JOB,Healthcare,58000,68552.085,95370.956,81961.521,26818.871,15429,0.2660172413793103,73162.615,58329.562,65746.088,14833.053,42571,0.7339827586206896,0.851,0.767,0.809,0.084,2013
3,JOB,Maintenance,86875,43061.91,42852.342,42957.126,-209.568,83599,0.9622906474820144,34246.249,35171.185,34708.717,-924.936,3276,0.037709352517985614,0.817,0.799,0.808,0.018,2013
4,JOB,Military,4732,44390.167,44205.208,44297.688,-184.959,4227,0.893279797125951,36608.148,37499.781,37053.964,-891.633,505,0.10672020287404903,0.845,0.828,0.836,0.017,2013
5,JOB,Production,66614,40345.024,40983.952,40664.488,638.928,50103,0.7521391899600685,29797.213,29513.373,29655.293,283.84,16511,0.24786081003993155,0.732,0.727,0.73,0.005,2013
6,JOB,Sales,214078,47827.028,50199.696,49013.362,2372.668,84271,0.39364624108969626,36862.844,35575.046,36218.945,1287.798,129807,0.6063537589103037,0.744,0.734,0.739,0.01,2013
7,JOB,Science,67243,77853.339,77358.95,77606.144,-494.389,50908,0.7570750858825454,63383.824,64055.85,63719.837,-672.026,16335,0.2429249141174546,0.823,0.819,0.821,0.004,2013
8,JOB,Services,109827,35575.564,36991.639,36283.602,1416.075,57977,0.5278938694492247,27470.814,26886.446,27178.63,584.368,51850,0.4721061305507753,0.756,0.743,0.75,0.013,2013
9,JOB,Transport,55067,39189.464,38841.95,39015.707,-347.514,47988,0.8714475093976428,29239.131,29623.627,29431.379,-384.496,7079,0.12855249060235713,0.756,0.753,0.754,0.003,2013
0,RACE,Asian,50755,61364.551,65379.495,63372.023,4014.944,27869,0.5490887597281056,56244.649,53440.702,54842.676,2803.947,22886,0.4509112402718944,0.871,0.86,0.865,0.011,2013
1,RACE,Black,82314,45121.787,42827.818,43974.802,-2293.969,38045,0.4621935515222198,36405.218,38940.491,37672.854,-2535.273,44269,0.5378064484777803,0.863,0.85,0.856,0.013,2013
2,RACE,Hispanic,115164,42435.76,38834.78,40635.27,-3600.98,69669,0.6049546733354173,31167.72,35272.095,33219.908,-4104.375,45495,0.3950453266645827,0.831,0.803,0.817,0.028,2013
3,RACE,Mixed,14808,51092.396,50592.048,50842.222,-500.348,8053,0.543827660723933,41474.429,42733.587,42104.008,-1259.158,6755,0.456172339276067,0.836,0.82,0.828,0.016,2013
4,RACE,Native,7715,44630.856,42966.4,43798.628,-1664.456,3997,0.5180816591056384,34689.807,35948.506,35319.156,-1258.699,3718,0.48191834089436164,0.805,0.807,0.806,-0.002,2013
5,RACE,White,670915,59222.536,59638.223,59430.379,415.687,380961,0.5678230476289843,45346.269,45532.777,45439.523,-186.508,289954,0.4321769523710157,0.769,0.76,0.764,0.009,2013
0,AGE,18-22,23406,23782.668,23731.709,23757.188,-50.959,14889,0.6361189438605486,21833.047,21756.589,21794.818,76.458,8517,0.36388105613945143,0.915,0.92,0.918,-0.005,2013
1,AGE,23-28,100955,36056.68,35168.815,35612.748,-887.865,55847,0.5531870635431628,29843.59,32302.206,31072.898,-2458.616,45108,0.44681293645683723,0.896,0.849,0.872,0.047,2013
2,AGE,29-36,166481,51079.48,49104.681,50092.08,-1974.799,95093,0.5711943104618545,39763.256,42592.977,41178.116,-2829.721,71388,0.4288056895381455,0.834,0.81,0.822,0.024,2013
3,AGE,37-45,198669,60662.168,59896.427,60279.298,-765.741,113906,0.5733456150682794,45895.02,47213.908,46554.464,-1318.888,84763,0.4266543849317206,0.778,0.766,0.772,0.012,2013
4,AGE,46-55,255912,62619.075,63109.584,62864.33,490.509,140783,0.5501226984275844,47642.049,47113.466,47377.758,528.583,115129,0.4498773015724155,0.752,0.755,0.754,-0.003,2013
5,AGE,56-70,196248,58847.885,62564.978,60706.432,3717.093,108076,0.5507113448289919,47780.156,46128.049,46954.102,1652.107,88172,0.44928865517100813,0.784,0.764,0.774,0.02,2013
0,SEX,Female,950280,56268.631,55895.479,56082.055,-373.152,533636,0.5615565938460243,43662.69,44651.151,44156.92,-988.461,416644,0.43844340615397565,0.794,0.781,0.788,0.013,2014
0,EDU,B.S._Degree,225760,65458.903,70088.78,67773.842,4629.877,119250,0.5282158043940468,55291.971,52289.975,53790.973,3001.996,106510,0.47178419560595325,0.799,0.789,0.794,0.01,2014
1,EDU,Highschool,223674,41181.123,40568.249,40874.686,-612.874,139426,0.6233446891458104,30627.925,31162.78,30895.352,-534.855,84248,0.3766553108541896,0.757,0.755,0.756,0.002,2014
2,EDU,M.S._Degree,100893,74946.027,85412.696,80179.362,10466.669,47423,0.47003260880338577,69445.039,63299.422,66372.231,6145.617,53470,0.5299673911966143,0.845,0.813,0.829,0.032,2014
3,EDU,No_Highschool,61413,31711.934,32471.912,32091.923,759.978,43178,0.7030758959829352,25598.016,25694.744,25646.38,-96.728,18235,0.2969241040170648,0.81,0.788,0.799,0.022,2014
4,EDU,PhD_or_Prof,40262,102808.576,107475.317,105141.946,4666.741,23522,0.5842233371417217,85903.898,83994.806,84949.352,1909.092,16740,0.4157766628582783,0.817,0.799,0.808,0.018,2014
5,EDU,Some_College,298278,48718.254,48700.554,48709.404,-17.7,160837,0.5392184472203783,37409.874,37467.641,37438.758,-57.767,137441,0.4607815527796217,0.769,0.768,0.768,0.001,2014
0,JOB,Art,108204,56015.038,61480.457,58747.748,5465.419,38796,0.358544970611068,51683.272,47233.469,49458.37,4449.803,69408,0.6414550293889321,0.843,0.841,0.842,0.002,2014
1,JOB,Business,176153,77078.158,79791.967,78435.062,2713.809,97050,0.5509415110727606,62098.487,60408.424,61253.456,1690.063,79103,0.4490584889272394,0.784,0.778,0.781,0.006,2014
2,JOB,Healthcare,61190,68015.755,91266.036,79640.896,23250.281,15994,0.26138257885275373,72141.701,57999.636,65070.668,14142.065,45196,0.7386174211472463,0.853,0.79,0.822,0.063,2014
3,JOB,Maintenance,87996,42782.807,43020.802,42901.804,237.995,84739,0.9629869539524524,34784.801,35340.428,35062.614,-555.627,3257,0.03701304604754761,0.826,0.809,0.818,0.017,2014
4,JOB,Military,4364,43666.636,43920.52,43793.578,253.884,3887,0.8906966086159487,34884.99,35584.651,35234.82,-699.661,477,0.10930339138405133,0.815,0.794,0.804,0.021,2014
5,JOB,Production,67331,40873.225,41386.024,41129.624,512.799,50783,0.7542291069492507,29974.991,29749.709,29862.35,225.282,16548,0.24577089305074928,0.728,0.724,0.726,0.004,2014
6,JOB,Sales,210775,48148.755,50630.553,49389.654,2481.798,83725,0.397224528525679,37740.323,36341.979,37041.151,1398.344,127050,0.602775471474321,0.755,0.745,0.75,0.01,2014
7,JOB,Science,68266,78182.669,77837.149,78009.909,-345.52,51522,0.7547241672281956,64546.769,65062.333,64804.551,-515.564,16744,0.24527583277180443,0.832,0.829,0.83,0.003,2014
8,JOB,Services,109475,35550.438,36965.761,36258.1,1415.323,58135,0.5310344827586206,27354.384,26739.44,27046.912,614.944,51340,0.4689655172413793,0.752,0.74,0.746,0.012,2014
9,JOB,Transport,56526,39469.464,39236.529,39352.996,-232.935,49005,0.8669461840568942,29248.137,29461.972,29355.054,-213.835,7521,0.13305381594310584,0.746,0.745,0.746,0.001,2014
0,RACE,Asian,52252,61983.471,66179.105,64081.288,4195.634,28478,0.5450126310954605,56995.893,54199.658,55597.776,2796.235,23774,0.45498736890453956,0.874,0.861,0.867,0.013,2014
1,RACE,Black,84387,45248.076,42560.091,43904.084,-2687.985,39039,0.4626186497920296,36493.954,39247.42,37870.687,-2753.466,45348,0.5373813502079704,0.867,0.857,0.862,0.01,2014
2,RACE,Hispanic,120367,43447.141,39540.086,41493.614,-3907.055,72507,0.6023827128698065,31511.045,35619.424,33565.234,-4108.379,47860,0.3976172871301935,0.82,0.797,0.808,0.023,2014
3,RACE,Mixed,15001,51206.409,51235.398,51220.904,28.989,8048,0.5364975668288781,42546.443,43585.047,43065.745,-1038.604,6953,0.46350243317112194,0.851,0.83,0.84,0.021,2014
4,RACE,Native,8004,43692.091,41917.709,42804.9,-1774.382,4189,0.5233633183408296,35135.221,36390.242,35762.731,-1255.021,3815,0.4766366816591704,0.833,0.838,0.835,-0.005,2014
5,RACE,White,670269,59940.251,59853.999,59897.125,-86.252,381375,0.5689879734852723,45828.385,46344.604,46086.494,-516.219,288894,0.43101202651472764,0.773,0.766,0.77,0.007,2014
0,AGE,18-22,24480,24333.567,24301.431,24317.499,-32.136,15485,0.6325571895424836,21791.203,21926.596,21858.9,-135.393,8995,0.36744281045751637,0.901,0.897,0.899,0.004,2014
1,AGE,23-28,103856,36271.206,35396.469,35833.837,-874.737,57532,0.553959328300724,30747.958,32702.49,31725.224,-1954.532,46324,0.4460406716992759,0.902,0.869,0.886,0.033,2014
2,AGE,29-36,169460,51059.643,49174.494,50117.068,-1885.149,96963,0.5721881269916205,40332.732,43117.993,41725.362,-2785.261,72497,0.4278118730083796,0.844,0.82,0.832,0.024,2014
3,AGE,37-45,197647,61755.306,60397.327,61076.316,-1357.979,112782,0.5706233841141024,46725.26,48272.766,47499.013,-1547.506,84865,0.4293766158858976,0.782,0.774,0.778,0.008,2014
4,AGE,46-55,252183,63113.629,63248.521,63181.075,134.892,139098,0.5515756414984356,47526.343,47755.632,47640.988,-229.289,113085,0.4484243585015643,0.757,0.751,0.754,0.006,2014
5,AGE,56-70,202654,60137.106,62960.937,61549.022,2823.831,111776,0.5515607883387449,48330.453,46969.07,47649.762,1361.383,90878,0.44843921166125517,0.781,0.768,0.774,0.013,2014
0,SEX,Female,970532,57220.567,56703.917,56962.242,-516.65,544435,0.560965532305993,44473.007,45508.126,44990.566,-1035.119,426097,0.439034467694007,0.795,0.784,0.79,0.011,2015
0,EDU,B.S._Degree,233273,66238.497,70900.318,68569.408,4661.821,122739,0.5261603357439566,55768.357,53007.216,54387.786,2761.141,110534,0.47383966425604335,0.8,0.787,0.794,0.013,2015
1,EDU,Highschool,228044,41773.005,41365.928,41569.466,-407.077,142566,0.6251688270684604,31874.38,31845.997,31860.188,28.383,85478,0.3748311729315395,0.762,0.771,0.766,-0.009,2015
2,EDU,M.S._Degree,103801,76506.074,86843.865,81674.97,10337.791,48599,0.4681939480351827,70430.266,64246.05,67338.158,6184.216,55202,0.5318060519648173,0.84,0.811,0.826,0.029,2015
3,EDU,No_Highschool,62892,32620.306,33558.216,33089.261,937.91,44198,0.7027602874769446,26222.651,26199.466,26211.058,23.185,18694,0.2972397125230554,0.803,0.781,0.792,0.022,2015
4,EDU,PhD_or_Prof,40926,104206.503,108014.499,106110.501,3807.996,23435,0.5726188730880125,87057.376,85138.905,86098.141,1918.471,17491,0.4273811269119875,0.817,0.806,0.812,0.011,2015
5,EDU,Some_College,301596,49268.659,49337.236,49302.947,68.577,162898,0.5401198954893301,38069.758,38098.575,38084.166,-28.817,138698,0.4598801045106699,0.773,0.772,0.772,0.001,2015
0,JOB,Art,108892,56714.044,62377.952,59545.998,5663.908,38795,0.3562704330896668,52673.555,48046.286,50359.92,4627.269,70097,0.6437295669103332,0.847,0.844,0.845,0.003,2015
1,JOB,Business,181545,78508.229,80832.392,79670.31,2324.163,99256,0.5467294610151753,62725.68,61385.583,62055.632,1340.097,82289,0.4532705389848247,0.782,0.776,0.779,0.006,2015
2,JOB,Healthcare,61703,68502.834,90159.12,79330.977,21656.286,15694,0.2543474385362138,72884.84,59172.99,66028.915,13711.85,46009,0.7456525614637862,0.864,0.808,0.836,0.056,2015
3,JOB,Maintenance,91593,43693.678,43874.285,43783.982,180.607,88129,0.9621805159782952,35644.1,36178.263,35911.182,-534.163,3464,0.037819484021704715,0.828,0.812,0.82,0.016,2015
4,JOB,Military,4584,42209.85,43953.675,43081.762,1743.825,4011,0.875,35450.423,35699.0,35574.712,-248.577,573,0.125,0.846,0.807,0.826,0.039,2015
5,JOB,Production,68424,41212.358,42082.834,41647.596,870.476,51522,0.7529814100315678,30939.355,30537.744,30738.55,401.611,16902,0.24701858996843212,0.741,0.735,0.738,0.006,2015
6,JOB,Sales,214421,48902.549,50954.49,49928.519,2051.941,85427,0.39840780520564684,37980.19,36787.374,37383.782,1192.816,128994,0.6015921947943532,0.752,0.745,0.748,0.007,2015
7,JOB,Science,70653,80454.105,79642.841,80048.473,-811.264,53240,0.7535419585863303,66149.236,67266.707,66707.972,-1117.471,17413,0.24645804141366962,0.836,0.831,0.833,0.005,2015
8,JOB,Services,110757,36145.941,37637.342,36891.642,1491.401,57932,0.5230549762091786,27953.594,27266.788,27610.191,686.806,52825,0.4769450237908213,0.754,0.743,0.748,0.011,2015
9,JOB,Transport,57960,40275.173,40235.18,40255.176,-39.993,50429,0.8700655624568668,30462.267,30562.629,30512.448,-100.362,7531,0.1299344375431332,0.759,0.757,0.758,0.002,2015
0,RACE,Asian,54015,64002.598,67678.344,65840.471,3675.746,29521,0.5465333703600852,57994.552,55657.67,56826.111,2336.882,24494,0.45346662963991485,0.87,0.857,0.863,0.013,2015
1,RACE,Black,85584,46410.379,43760.985,45085.682,-2649.394,39582,0.46249298934380256,37503.303,39805.817,38654.56,-2302.514,46002,0.5375070106561974,0.858,0.857,0.857,0.001,2015
2,RACE,Hispanic,126949,43997.646,40227.267,42112.456,-3770.379,75913,0.5979802912980803,32026.083,36084.921,34055.502,-4058.838,51036,0.40201970870191966,0.82,0.796,0.808,0.024,2015
3,RACE,Mixed,16046,52976.875,52098.52,52537.697,-878.355,8825,0.5499813037517138,43516.549,45106.252,44311.4,-1589.703,7221,0.45001869624828617,0.851,0.835,0.843,0.016,2015
4,RACE,Native,8014,45167.466,43065.185,44116.326,-2102.281,4167,0.5199650611429998,35870.243,36970.519,36420.381,-1100.276,3847,0.48003493885700027,0.819,0.833,0.826,-0.014,2015
5,RACE,White,679924,60910.649,60680.343,60795.496,-230.306,386427,0.5683385201875504,46713.733,47315.243,47014.488,-601.51,293497,0.4316614798124496,0.777,0.77,0.774,0.007,2015
0,AGE,18-22,26051,24495.56,24756.2,24625.88,260.64,16384,0.6289201950021113,22483.692,22050.636,22267.164,433.056,9667,0.37107980499788873,0.9,0.908,0.904,-0.008,2015
1,AGE,23-28,108693,37115.639,36277.989,36696.814,-837.65,60051,0.5524826805774061,31381.189,33350.846,32366.017,-1969.657,48642,0.44751731942259393,0.899,0.865,0.882,0.034,2015
2,AGE,29-36,174768,52545.903,50420.731,51483.317,-2125.172,99862,0.5713975098416186,41048.988,44086.711,42567.85,-3037.723,74906,0.4286024901583814,0.839,0.814,0.826,0.025,2015
3,AGE,37-45,198889,62767.657,61340.346,62054.002,-1427.311,113491,0.5706248208799883,47730.299,49223.927,48477.113,-1493.628,85398,0.42937517912001166,0.784,0.778,0.781,0.006,2015
4,AGE,46-55,252029,64212.253,64181.94,64197.096,-30.313,138643,0.5501073289184975,48655.91,48820.725,48738.318,-164.815,113386,0.44989267108150255,0.76,0.758,0.759,0.002,2015
5,AGE,56-70,210102,61237.518,63725.329,62481.424,2487.811,116004,0.5521318216866093,49117.463,47970.091,48543.777,1147.372,94098,0.44786817831339065,0.783,0.771,0.777,0.012,2015
0,SEX,Female,984855,58010.296,57450.624,57730.46,-559.672,550616,0.5590833168334425,45587.254,46602.109,46094.682,-1014.855,434239,0.4409166831665575,0.803,0.794,0.798,0.009,2016
0,EDU,B.S._Degree,241050,67093.594,71818.894,69456.244,4725.3,126571,0.5250819332088779,57524.834,54265.217,55895.026,3259.617,114479,0.4749180667911222,0.809,0.801,0.805,0.008,2016
1,EDU,Highschool,227256,42041.214,41736.145,41888.68,-305.069,142130,0.6254180307670645,32295.474,32306.349,32300.912,-10.875,85126,0.3745819692329355,0.768,0.774,0.771,-0.006,2016
2,EDU,M.S._Degree,107947,77327.507,88040.229,82683.868,10712.722,50110,0.46420928789127996,71577.08,65509.261,68543.17,6067.819,57837,0.53579071210872,0.847,0.813,0.83,0.034,2016
3,EDU,No_Highschool,63438,33324.058,34190.763,33757.41,866.705,44464,0.7009048204546171,26771.171,26674.971,26723.071,96.2,18974,0.2990951795453829,0.8,0.783,0.792,0.017,2016
4,EDU,PhD_or_Prof,41054,101476.408,104633.355,103054.881,3156.947,23184,0.5647196375505432,88342.329,86740.27,87541.3,1602.059,17870,0.43528036244945684,0.855,0.844,0.849,0.011,2016
5,EDU,Some_College,304110,50107.249,50276.94,50192.095,169.691,164157,0.5397948110880931,39015.885,38792.142,38904.014,223.743,139953,0.46020518891190687,0.774,0.776,0.775,-0.002,2016
0,JOB,Art,111807,57263.375,62562.168,59912.772,5298.793,39439,0.35274177824286496,52554.405,48340.384,50447.394,4214.021,72368,0.6472582217571351,0.844,0.84,0.842,0.004,2016
1,JOB,Business,185706,79155.425,81058.562,80106.994,1903.137,101135,0.5445973743443938,64924.853,63752.892,64338.872,1171.961,84571,0.4554026256556062,0.805,0.801,0.803,0.004,2016
2,JOB,Healthcare,62941,68014.454,84879.266,76446.86,16864.812,15728,0.2498848127611573,73069.214,60324.721,66696.968,12744.493,47213,0.7501151872388427,0.887,0.861,0.874,0.026,2016
3,JOB,Maintenance,91893,44394.425,44481.3,44437.862,86.875,88415,0.9621516328773683,37104.376,37563.465,37333.92,-459.089,3478,0.03784836712263176,0.846,0.834,0.84,0.012,2016
4,JOB,Military,4607,45172.356,44642.414,44907.385,-529.942,4067,0.8827870631647493,34964.116,35969.535,35466.826,-1005.419,540,0.1172129368352507,0.796,0.783,0.79,0.013,2016
5,JOB,Production,67319,42339.157,43139.399,42739.278,800.242,50296,0.7471293394138356,31340.227,30991.065,31165.646,349.162,17023,0.25287066058616436,0.732,0.726,0.729,0.006,2016
6,JOB,Sales,215191,50031.813,52223.822,51127.818,2192.009,85598,0.39777685869762214,38829.071,37601.458,38215.265,1227.613,129593,0.6022231413023779,0.752,0.744,0.748,0.008,2016
7,JOB,Science,73344,82304.624,81572.635,81938.63,-731.989,55501,0.7567217495636999,67428.538,68224.182,67826.36,-795.644,17843,0.24327825043630016,0.829,0.827,0.828,0.002,2016
8,JOB,Services,113752,36625.826,38197.934,37411.88,1572.108,59913,0.5266984316759266,28372.525,27694.413,28033.469,678.112,53839,0.47330156832407344,0.756,0.743,0.75,0.013,2016
9,JOB,Transport,58295,40806.692,40826.543,40816.618,19.851,50524,0.8666952568830946,30638.412,30822.297,30730.354,-183.885,7771,0.1333047431169054,0.755,0.75,0.752,0.005,2016
0,RACE,Asian,55996,64886.01,69639.227,67262.618,4753.217,30478,0.5442888777769841,60793.032,57744.389,59268.71,3048.643,25518,0.4557111222230159,0.89,0.873,0.882,0.017,2016
1,RACE,Black,86708,47350.061,44379.292,45864.676,-2970.769,40431,0.4662891544032846,38052.662,40479.019,39265.84,-2426.357,46277,0.5337108455967154,0.855,0.857,0.856,-0.002,2016
2,RACE,Hispanic,132054,44891.759,41291.59,43091.674,-3600.169,78591,0.595142896087964,32522.19,36934.756,34728.473,-4412.566,53463,0.404857103912036,0.823,0.788,0.806,0.035,2016
3,RACE,Mixed,17069,55039.707,53704.706,54372.206,-1335.001,9284,0.5439100123030054,44659.671,45555.653,45107.662,-895.982,7785,0.45608998769699455,0.828,0.832,0.83,-0.004,2016
4,RACE,Native,8370,47274.791,45543.88,46409.336,-1730.911,4298,0.5135005973715651,37639.96,37801.048,37720.504,-161.088,4072,0.4864994026284349,0.8,0.826,0.813,-0.026,2016
5,RACE,White,684658,61665.56,61354.565,61510.062,-310.995,387534,0.566025665368695,47937.384,48486.372,48211.878,-548.988,297124,0.43397433463130497,0.786,0.781,0.784,0.005,2016
0,AGE,18-22,27321,25304.21,25076.983,25190.596,-227.227,17014,0.6227444090626258,22981.792,22759.584,22870.688,222.208,10307,0.3772555909373742,0.899,0.916,0.908,-0.017,2016
1,AGE,23-28,112750,38491.973,37491.245,37991.609,-1000.728,61817,0.5482660753880266,32310.709,34309.723,33310.216,-1999.014,50933,0.45173392461197337,0.891,0.862,0.876,0.029,2016
2,AGE,29-36,179084,53619.248,51695.012,52657.13,-1924.236,101931,0.5691798262267986,42562.964,45444.013,44003.488,-2881.049,77153,0.4308201737732014,0.848,0.823,0.835,0.025,2016
3,AGE,37-45,198972,63735.995,62110.086,62923.04,-1625.909,112966,0.5677482258810285,48413.212,50399.526,49406.369,-1986.314,86006,0.43225177411897153,0.791,0.779,0.785,0.012,2016
4,AGE,46-55,250115,65224.71,65123.407,65174.058,-101.303,137521,0.549831077704256,50235.088,50269.443,50252.266,-34.355,112594,0.45016892229574396,0.771,0.771,0.771,0.0,2016
5,AGE,56-70,216613,61766.406,64067.024,62916.715,2300.618,119367,0.5510611089823787,50238.311,48881.517,49559.914,1356.794,97246,0.4489388910176213,0.791,0.784,0.788,0.007,2016
0,SEX,Female,1015315,59463.739,58792.214,59127.977,-671.525,566631,0.558083944391642,46578.78,47786.383,47182.582,-1207.603,448684,0.441916055608358,0.804,0.792,0.798,0.012,2017
0,EDU,B.S._Degree,250806,68887.985,73660.68,71274.332,4772.695,131096,0.5226988190075198,58859.802,55478.919,57169.36,3380.883,119710,0.47730118099248026,0.805,0.799,0.802,0.006,2017
1,EDU,Highschool,233534,42799.426,42443.67,42621.548,-355.756,146880,0.6289448217390188,32783.654,32884.58,32834.117,-100.926,86654,0.3710551782609813,0.768,0.772,0.77,-0.004,2017
2,EDU,M.S._Degree,113225,78623.488,89248.513,83936.0,10625.025,52248,0.46145285935085006,73603.803,67389.782,70496.793,6214.021,60977,0.5385471406491499,0.857,0.825,0.841,0.032,2017
3,EDU,No_Highschool,62955,33905.093,35161.201,34533.147,1256.108,43875,0.6969263759828449,27199.401,27451.219,27325.31,-251.818,19080,0.3030736240171551,0.81,0.774,0.792,0.036,2017
4,EDU,PhD_or_Prof,43597,103682.663,107130.748,105406.706,3448.085,24346,0.5584329196963094,89583.616,88043.693,88813.654,1539.923,19251,0.44156708030369063,0.849,0.836,0.842,0.013,2017
5,EDU,Some_College,311198,50960.603,51186.096,51073.35,225.493,168186,0.540446918039319,39488.454,39312.076,39400.265,176.378,143012,0.45955308196068095,0.771,0.771,0.771,0.0,2017
0,JOB,Art,115043,58048.446,63461.998,60755.222,5413.552,40708,0.3538502994532479,53994.879,49650.536,51822.708,4344.343,74335,0.6461497005467521,0.855,0.851,0.853,0.004,2017
1,JOB,Business,193783,81032.95,82806.241,81919.596,1773.291,104895,0.5413013525438248,65964.81,64975.803,65470.306,989.007,88888,0.4586986474561752,0.802,0.797,0.8,0.005,2017
2,JOB,Healthcare,66247,69621.388,87560.595,78590.992,17939.207,16600,0.2505773846362854,73636.326,61217.234,67426.78,12419.092,49647,0.7494226153637146,0.879,0.841,0.86,0.038,2017
3,JOB,Maintenance,93962,45094.492,45308.978,45201.735,214.486,90196,0.9599199676464953,37069.298,37933.845,37501.572,-864.547,3766,0.04008003235350461,0.841,0.818,0.829,0.023,2017
4,JOB,Military,4672,45088.744,45337.759,45213.252,249.015,4111,0.8799229452054794,36038.51,36750.73,36394.62,-712.22,561,0.12007705479452055,0.815,0.795,0.805,0.02,2017
5,JOB,Production,68005,43140.665,44026.847,43583.756,886.182,50924,0.7488272921108742,32300.925,31921.535,32111.23,379.39,17081,0.2511727078891258,0.74,0.734,0.737,0.006,2017
6,JOB,Sales,218803,51263.607,53324.063,52293.835,2060.456,87701,0.40082174376036894,39658.419,38461.54,39059.98,1196.879,131102,0.5991782562396311,0.75,0.744,0.747,0.006,2017
7,JOB,Science,77260,84225.429,83427.947,83826.688,-797.482,58144,0.7525757183536111,69338.348,70264.947,69801.647,-926.599,19116,0.24742428164638883,0.834,0.831,0.832,0.003,2017
8,JOB,Services,117355,37609.801,39307.05,38458.426,1697.249,61511,0.5241446891909165,28910.461,28233.041,28571.751,677.42,55844,0.47585531080908355,0.751,0.736,0.744,0.015,2017
