,Variable,Category,Base_Category,Wage_vs_Base,Ratio_vs_Base,n_Count,b_Count,Year
0,JOB,ART,ART,52055.17,1.0,106738,106738,2013
1,JOB,ART,BUS,47608.595,0.672,106738,172497,2013
2,JOB,ART,HLC,48133.096,0.706,106738,58000,2013
3,JOB,ART,MLT,37094.436,0.854,106738,4732,2013
4,JOB,ART,MTN,42495.007,0.999,106738,86875,2013
5,JOB,ART,PRD,40531.096,1.063,106738,66614,2013
6,JOB,ART,SAL,38812.074,0.94,106738,214078,2013
7,JOB,ART,SCI,50903.021,0.687,106738,67243,2013
8,JOB,ART,SVC,37641.779,1.17,106738,109827,2013
9,JOB,ART,TRP,41648.59,1.106,106738,55067,2013
10,JOB,BUS,ART,74247.376,1.426,172497,106738,2013
11,JOB,BUS,BUS,70833.805,1.0,172497,172497,2013
12,JOB,BUS,HLC,66035.059,0.969,172497,58000,2013
13,JOB,BUS,MLT,49134.697,1.131,172497,4732,2013
14,JOB,BUS,MTN,54651.613,1.285,172497,86875,2013
15,JOB,BUS,PRD,53427.343,1.401,172497,66614,2013
16,JOB,BUS,SAL,55645.622,1.347,172497,214078,2013
17,JOB,BUS,SCI,75656.1,1.022,172497,67243,2013
18,JOB,BUS,SVC,50919.475,1.582,172497,109827,2013
19,JOB,BUS,TRP,54206.837,1.439,172497,55067,2013
20,JOB,HLC,ART,72397.481,1.391,58000,106738,2013
21,JOB,HLC,BUS,63930.656,0.903,58000,172497,2013
22,JOB,HLC,HLC,68172.439,1.0,58000,58000,2013
23,JOB,HLC,MLT,44823.333,1.032,58000,4732,2013
24,JOB,HLC,MTN,46907.177,1.103,58000,86875,2013
25,JOB,HLC,PRD,46538.2,1.221,58000,66614,2013
26,JOB,HLC,SAL,50249.501,1.217,58000,214078,2013
27,JOB,HLC,SCI,69128.556,0.933,58000,67243,2013
28,JOB,HLC,SVC,46322.009,1.439,58000,109827,2013
29,JOB,HLC,TRP,46855.743,1.244,58000,55067,2013
30,JOB,MLT,ART,57382.525,1.102,4732,106738,2013
31,JOB,MLT,BUS,56743.855,0.801,4732,172497,2013
32,JOB,MLT,HLC,51544.728,0.756,4732,58000,2013
33,JOB,MLT,MLT,43441.276,1.0,4732,4732,2013
34,JOB,MLT,MTN,46747.503,1.099,4732,86875,2013
35,JOB,MLT,PRD,44236.668,1.16,4732,66614,2013
36,JOB,MLT,SAL,45152.526,1.093,4732,214078,2013
37,JOB,MLT,SCI,60945.17,0.823,4732,67243,2013
38,JOB,MLT,SVC,41964.74,1.304,4732,109827,2013
39,JOB,MLT,TRP,45370.097,1.204,4732,55067,2013
40,JOB,MTN,ART,50045.873,0.961,86875,106738,2013
41,JOB,MTN,BUS,48525.433,0.685,86875,172497,2013
42,JOB,MTN,HLC,46955.474,0.689,86875,58000,2013
43,JOB,MTN,MLT,39022.479,0.898,86875,4732,2013
44,JOB,MTN,MTN,42525.124,1.0,86875,86875,2013
45,JOB,MTN,PRD,41181.054,1.08,86875,66614,2013
46,JOB,MTN,SAL,42141.842,1.02,86875,214078,2013
47,JOB,MTN,SCI,49879.758,0.674,86875,67243,2013
48,JOB,MTN,SVC,39162.892,1.217,86875,109827,2013
49,JOB,MTN,TRP,41811.875,1.11,86875,55067,2013
50,JOB,PRD,ART,50936.745,0.979,66614,106738,2013
51,JOB,PRD,BUS,47107.2,0.665,66614,172497,2013
52,JOB,PRD,HLC,45099.391,0.662,66614,58000,2013
53,JOB,PRD,MLT,37543.259,0.864,66614,4732,2013
54,JOB,PRD,MTN,39981.41,0.94,66614,86875,2013
55,JOB,PRD,PRD,38121.828,1.0,66614,66614,2013
56,JOB,PRD,SAL,37915.145,0.918,66614,214078,2013
57,JOB,PRD,SCI,49779.999,0.672,66614,67243,2013
58,JOB,PRD,SVC,35688.389,1.109,66614,109827,2013
59,JOB,PRD,TRP,39021.511,1.036,66614,55067,2013
60,JOB,SAL,ART,53515.389,1.028,214078,106738,2013
61,JOB,SAL,BUS,52366.04,0.739,214078,172497,2013
62,JOB,SAL,HLC,47380.308,0.695,214078,58000,2013
63,JOB,SAL,MLT,38800.178,0.893,214078,4732,2013
64,JOB,SAL,MTN,41683.438,0.98,214078,86875,2013
65,JOB,SAL,PRD,40239.69,1.056,214078,66614,2013
66,JOB,SAL,SAL,41296.755,1.0,214078,214078,2013
67,JOB,SAL,SCI,56152.897,0.758,214078,67243,2013
68,JOB,SAL,SVC,38249.918,1.189,214078,109827,2013
69,JOB,SAL,TRP,41071.915,1.09,214078,55067,2013
70,JOB,SCI,ART,71604.614,1.376,67243,106738,2013
71,JOB,SCI,BUS,70066.209,0.989,67243,172497,2013
72,JOB,SCI,HLC,65851.967,0.966,67243,58000,2013
73,JOB,SCI,MLT,50480.12,1.162,67243,4732,2013
74,JOB,SCI,MTN,56796.838,1.336,67243,86875,2013
75,JOB,SCI,PRD,56148.86,1.473,67243,66614,2013
76,JOB,SCI,SAL,57967.885,1.404,67243,214078,2013
77,JOB,SCI,SCI,74054.551,1.0,67243,67243,2013
78,JOB,SCI,SVC,53965.59,1.677,67243,109827,2013
79,JOB,SCI,TRP,56915.139,1.511,67243,55067,2013
80,JOB,SVC,ART,44288.52,0.851,109827,106738,2013
81,JOB,SVC,BUS,42571.817,0.601,109827,172497,2013
82,JOB,SVC,HLC,39855.663,0.585,109827,58000,2013
83,JOB,SVC,MLT,34701.871,0.799,109827,4732,2013
84,JOB,SVC,MTN,35356.412,0.831,109827,86875,2013
85,JOB,SVC,PRD,33654.628,0.883,109827,66614,2013
86,JOB,SVC,SAL,34023.744,0.824,109827,214078,2013
87,JOB,SVC,SCI,45901.009,0.62,109827,67243,2013
88,JOB,SVC,SVC,32182.479,1.0,109827,109827,2013
89,JOB,SVC,TRP,34158.271,0.907,109827,55067,2013
90,JOB,TRP,ART,49967.691,0.96,55067,106738,2013
91,JOB,TRP,BUS,46605.348,0.658,55067,172497,2013
92,JOB,TRP,HLC,44492.122,0.653,55067,58000,2013
93,JOB,TRP,MLT,36566.773,0.842,55067,4732,2013
94,JOB,TRP,MTN,38341.092,0.902,55067,86875,2013
95,JOB,TRP,PRD,36720.743,0.963,55067,66614,2013
96,JOB,TRP,SAL,37360.77,0.905,55067,214078,2013
97,JOB,TRP,SCI,49196.741,0.664,55067,67243,2013
98,JOB,TRP,SVC,35031.54,1.089,55067,109827,2013
99,JOB,TRP,TRP,37668.435,1.0,55067,55067,2013
0,RACE,ASN,ASN,59992.69,1.0,50755,50755,2013
1,RACE,ASN,BLK,44077.491,1.082,50755,82314,2013
2,RACE,ASN,HSP/NTV,39861.462,1.064,50755,122879,2013
3,RACE,ASN,WHT/MIX,50671.411,0.95,50755,685723,2013
4,RACE,BLK,ASN,53193.777,0.887,82314,50755,2013
5,RACE,BLK,BLK,40740.467,1.0,82314,82314,2013
6,RACE,BLK,HSP/NTV,36975.4,0.987,82314,122879,2013
7,RACE,BLK,WHT/MIX,46465.205,0.871,82314,685723,2013
8,RACE,HSP/NTV,ASN,54871.251,0.915,122879,50755,2013
9,RACE,HSP/NTV,BLK,41503.759,1.019,122879,82314,2013
10,RACE,HSP/NTV,HSP/NTV,37475.733,1.0,122879,122879,2013
11,RACE,HSP/NTV,WHT/MIX,47690.898,0.894,122879,685723,2013
12,RACE,WHT/MIX,ASN,61000.085,1.017,685723,50755,2013
13,RACE,WHT/MIX,BLK,45883.945,1.126,685723,82314,2013
14,RACE,WHT/MIX,HSP/NTV,42253.413,1.127,685723,122879,2013
15,RACE,WHT/MIX,WHT/MIX,53365.596,1.0,685723,685723,2013
0,AGE,18-25,18-25,27463.114,1.0,67214,67214,2013
1,AGE,18-25,26-35,32319.365,0.751,67214,203100,2013
2,AGE,18-25,36-45,32426.056,0.598,67214,219197,2013
3,AGE,18-25,46-55,31343.103,0.561,67214,255912,2013
4,AGE,18-25,56-70,32558.514,0.59,67214,196248,2013
5,AGE,26-35,18-25,37518.585,1.366,203100,67214,2013
6,AGE,26-35,26-35,43050.243,1.0,203100,203100,2013
7,AGE,26-35,36-45,42942.685,0.792,203100,219197,2013
8,AGE,26-35,46-55,41524.547,0.743,203100,255912,2013
9,AGE,26-35,56-70,42150.665,0.764,203100,196248,2013
10,AGE,36-45,18-25,45744.153,1.666,219197,67214,2013
11,AGE,36-45,26-35,54252.594,1.26,219197,203100,2013
12,AGE,36-45,36-45,54201.221,1.0,219197,219197,2013
13,AGE,36-45,46-55,52141.23,0.933,219197,255912,2013
14,AGE,36-45,56-70,53362.016,0.968,219197,196248,2013
15,AGE,46-55,18-25,48602.908,1.77,255912,67214,2013
16,AGE,46-55,26-35,57942.896,1.346,255912,203100,2013
17,AGE,46-55,36-45,58002.043,1.07,255912,219197,2013
18,AGE,46-55,46-55,55891.847,1.0,255912,255912,2013
19,AGE,46-55,56-70,57259.866,1.038,255912,196248,2013
20,AGE,56-70,18-25,47023.948,1.712,196248,67214,2013
21,AGE,56-70,26-35,55649.873,1.293,196248,203100,2013
22,AGE,56-70,36-45,55770.461,1.029,196248,219197,2013
23,AGE,56-70,46-55,53922.007,0.965,196248,255912,2013
24,AGE,56-70,56-70,55154.127,1.0,196248,196248,2013
0,SEX,Female,Female,44629.035,1.0,416644,416644,2014
1,SEX,Female,Male,43633.607,0.781,416644,533636,2014
2,SEX,Male,Female,56268.721,1.261,533636,416644,2014
3,SEX,Male,Male,55855.068,1.0,533636,533636,2014
0,EDU,BS,BS,61653.932,1.0,225760,225760,2014
1,EDU,BS,CLG,55132.323,1.267,225760,298278,2014
2,EDU,BS,DR+,63812.795,0.654,225760,40262,2014
3,EDU,BS,HSD,51819.214,1.4,225760,223674,2014
4,EDU,BS,MS,63033.486,0.856,225760,100893,2014
5,EDU,BS,No_HS,46659.845,1.532,225760,61413,2014
6,EDU,CLG,BS,46908.855,0.761,298278,225760,2014
7,EDU,CLG,CLG,43499.488,1.0,298278,298278,2014
8,EDU,CLG,DR+,49576.838,0.508,298278,40262,2014
9,EDU,CLG,HSD,42163.055,1.139,298278,223674,2014
10,EDU,CLG,MS,47914.72,0.651,298278,100893,2014
11,EDU,CLG,No_HS,40337.702,1.325,298278,61413,2014
12,EDU,DR+,BS,82302.589,1.335,40262,225760,2014
13,EDU,DR+,CLG,71702.926,1.648,40262,298278,2014
14,EDU,DR+,DR+,97555.019,1.0,40262,40262,2014
15,EDU,DR+,HSD,64900.303,1.753,40262,223674,2014
16,EDU,DR+,MS,87396.677,1.187,40262,100893,2014
17,EDU,DR+,No_HS,56950.473,1.87,40262,61413,2014
18,EDU,HSD,BS,40869.073,0.663,223674,225760,2014
19,EDU,HSD,CLG,37781.702,0.869,223674,298278,2014
20,EDU,HSD,DR+,42295.393,0.434,223674,40262,2014
21,EDU,HSD,HSD,37012.283,1.0,223674,223674,2014
22,EDU,HSD,MS,41598.812,0.565,223674,100893,2014
23,EDU,HSD,No_HS,34798.725,1.143,223674,61413,2014
24,EDU,MS,BS,71858.161,1.166,100893,225760,2014
25,EDU,MS,CLG,63983.547,1.471,100893,298278,2014
26,EDU,MS,DR+,73139.664,0.75,100893,40262,2014
27,EDU,MS,HSD,59783.55,1.615,100893,223674,2014
28,EDU,MS,MS,73642.644,1.0,100893,100893,2014
29,EDU,MS,No_HS,54549.777,1.791,100893,61413,2014
30,EDU,No_HS,BS,39511.882,0.641,61413,225760,2014
31,EDU,No_HS,CLG,34609.037,0.796,61413,298278,2014
32,EDU,No_HS,DR+,41196.376,0.422,61413,40262,2014
33,EDU,No_HS,HSD,33026.487,0.892,61413,223674,2014
34,EDU,No_HS,MS,41427.432,0.563,61413,100893,2014
35,EDU,No_HS,No_HS,30454.296,1.0,61413,61413,2014
0,JOB,ART,ART,52325.794,1.0,108204,108204,2014
1,JOB,ART,BUS,48191.556,0.679,108204,176153,2014
2,JOB,ART,HLC,48436.783,0.727,108204,61190,2014
3,JOB,ART,MLT,37834.192,0.879,108204,4364,2014
4,JOB,ART,MTN,43708.51,1.023,108204,87996,2014
5,JOB,ART,PRD,41658.832,1.082,108204,67331,2014
6,JOB,ART,SAL,39515.039,0.941,108204,210775,2014
7,JOB,ART,SCI,51380.957,0.688,108204,68266,2014
8,JOB,ART,SVC,38489.61,1.197,108204,109475,2014
9,JOB,ART,TRP,42946.183,1.132,108204,56526,2014
10,JOB,BUS,ART,74367.463,1.421,176153,108204,2014
11,JOB,BUS,BUS,71023.955,1.0,176153,176153,2014
12,JOB,BUS,HLC,66206.58,0.994,176153,61190,2014
13,JOB,BUS,MLT,49517.942,1.15,176153,4364,2014
14,JOB,BUS,MTN,55520.82,1.3,176153,87996,2014
15,JOB,BUS,PRD,53845.145,1.398,176153,67331,2014
16,JOB,BUS,SAL,56153.858,1.338,176153,210775,2014
17,JOB,BUS,SCI,75724.306,1.014,176153,68266,2014
18,JOB,BUS,SVC,51229.65,1.593,176153,109475,2014
19,JOB,BUS,TRP,55063.128,1.452,176153,56526,2014
20,JOB,HLC,ART,71705.936,1.37,61190,108204,2014
21,JOB,HLC,BUS,63421.297,0.893,61190,176153,2014
22,JOB,HLC,HLC,66636.142,1.0,61190,61190,2014
23,JOB,HLC,MLT,44183.433,1.027,61190,4364,2014
24,JOB,HLC,MTN,45586.866,1.067,61190,87996,2014
25,JOB,HLC,PRD,45110.49,1.171,61190,67331,2014
26,JOB,HLC,SAL,49660.835,1.183,61190,210775,2014
27,JOB,HLC,SCI,67803.541,0.908,61190,68266,2014
28,JOB,HLC,SVC,44968.393,1.399,61190,109475,2014
29,JOB,HLC,TRP,45750.37,1.206,61190,56526,2014
30,JOB,MLT,ART,58703.863,1.122,4364,108204,2014
31,JOB,MLT,BUS,57243.287,0.806,4364,176153,2014
32,JOB,MLT,HLC,52733.657,0.791,4364,61190,2014
33,JOB,MLT,MLT,43042.444,1.0,4364,4364,2014
34,JOB,MLT,MTN,45370.85,1.062,4364,87996,2014
35,JOB,MLT,PRD,43529.041,1.13,4364,67331,2014
36,JOB,MLT,SAL,46171.232,1.1,4364,210775,2014
37,JOB,MLT,SCI,60818.279,0.814,4364,68266,2014
38,JOB,MLT,SVC,42023.27,1.307,4364,109475,2014
39,JOB,MLT,TRP,44713.345,1.179,4364,56526,2014
40,JOB,MTN,ART,50746.288,0.97,87996,108204,2014
41,JOB,MTN,BUS,48709.103,0.686,87996,176153,2014
42,JOB,MTN,HLC,47563.641,0.714,87996,61190,2014
43,JOB,MTN,MLT,39082.154,0.908,87996,4364,2014
44,JOB,MTN,MTN,42716.988,1.0,87996,87996,2014
45,JOB,MTN,PRD,41495.098,1.078,87996,67331,2014
46,JOB,MTN,SAL,42379.809,1.01,87996,210775,2014
47,JOB,MTN,SCI,50253.151,0.673,87996,68266,2014
48,JOB,MTN,SVC,39566.093,1.231,87996,109475,2014
49,JOB,MTN,TRP,42148.124,1.111,87996,56526,2014
50,JOB,PRD,ART,49835.93,0.952,67331,108204,2014
51,JOB,PRD,BUS,47128.879,0.664,67331,176153,2014
52,JOB,PRD,HLC,44245.251,0.664,67331,61190,2014
53,JOB,PRD,MLT,38049.895,0.884,67331,4364,2014
54,JOB,PRD,MTN,40416.025,0.946,67331,87996,2014
55,JOB,PRD,PRD,38507.347,1.0,67331,67331,2014
56,JOB,PRD,SAL,38321.541,0.913,67331,210775,2014
57,JOB,PRD,SCI,50010.993,0.67,67331,68266,2014
58,JOB,PRD,SVC,36089.989,1.122,67331,109475,2014
59,JOB,PRD,TRP,39568.379,1.043,67331,56526,2014
60,JOB,SAL,ART,54358.275,1.039,210775,108204,2014
61,JOB,SAL,BUS,52957.159,0.746,210775,176153,2014
62,JOB,SAL,HLC,48075.46,0.721,210775,61190,2014
63,JOB,SAL,MLT,39266.619,0.912,210775,4364,2014
64,JOB,SAL,MTN,41822.524,0.979,210775,87996,2014
65,JOB,SAL,PRD,40422.877,1.05,210775,67331,2014
66,JOB,SAL,SAL,41976.273,1.0,210775,210775,2014
67,JOB,SAL,SCI,56920.149,0.762,210775,68266,2014
68,JOB,SAL,SVC,38699.784,1.204,210775,109475,2014
69,JOB,SAL,TRP,41324.694,1.09,210775,56526,2014
70,JOB,SCI,ART,72407.214,1.384,68266,108204,2014
71,JOB,SCI,BUS,70777.43,0.997,68266,176153,2014
72,JOB,SCI,HLC,66005.191,0.991,68266,61190,2014
73,JOB,SCI,MLT,51008.187,1.185,68266,4364,2014
74,JOB,SCI,MTN,58137.475,1.361,68266,87996,2014
75,JOB,SCI,PRD,57723.274,1.499,68266,67331,2014
76,JOB,SCI,SAL,58569.627,1.395,68266,210775,2014
77,JOB,SCI,SCI,74696.543,1.0,68266,68266,2014
78,JOB,SCI,SVC,55522.428,1.727,68266,109475,2014
79,JOB,SCI,TRP,58340.898,1.538,68266,56526,2014
80,JOB,SVC,ART,43331.975,0.828,109475,108204,2014
81,JOB,SVC,BUS,42054.016,0.592,109475,176153,2014
82,JOB,SVC,HLC,38494.5,0.578,109475,61190,2014
83,JOB,SVC,MLT,34567.646,0.803,109475,4364,2014
84,JOB,SVC,MTN,35267.455,0.826,109475,87996,2014
85,JOB,SVC,PRD,33579.945,0.872,109475,67331,2014
86,JOB,SVC,SAL,33982.274,0.81,109475,210775,2014
87,JOB,SVC,SCI,44963.883,0.602,109475,68266,2014
88,JOB,SVC,SVC,32153.307,1.0,109475,109475,2014
89,JOB,SVC,TRP,34238.13,0.903,109475,56526,2014
90,JOB,TRP,ART,49121.993,0.939,56526,108204,2014
91,JOB,TRP,BUS,45828.467,0.645,56526,176153,2014
92,JOB,TRP,HLC,42743.79,0.641,56526,61190,2014
93,JOB,TRP,MLT,36229.253,0.842,56526,4364,2014
94,JOB,TRP,MTN,38600.178,0.904,56526,87996,2014
95,JOB,TRP,PRD,36871.961,0.958,56526,67331,2014
96,JOB,TRP,SAL,37112.231,0.884,56526,210775,2014
97,JOB,TRP,SCI,47928.203,0.642,56526,68266,2014
98,JOB,TRP,SVC,35001.124,1.089,56526,109475,2014
99,JOB,TRP,TRP,37929.806,1.0,56526,56526,2014
0,RACE,ASN,ASN,60773.063,1.0,52252,52252,2014
1,RACE,ASN,BLK,44397.792,1.089,52252,84387,2014
2,RACE,ASN,HSP/NTV,40422.765,1.064,52252,128371,2014
3,RACE,ASN,WHT/MIX,51347.665,0.953,52252,685270,2014
4,RACE,BLK,ASN,52983.884,0.872,84387,52252,2014
5,RACE,BLK,BLK,40784.079,1.0,84387,84387,2014
6,RACE,BLK,HSP/NTV,37318.932,0.983,84387,128371,2014
7,RACE,BLK,WHT/MIX,46456.713,0.863,84387,685270,2014
8,RACE,HSP/NTV,ASN,54615.984,0.899,128371,52252,2014
9,RACE,HSP/NTV,BLK,41981.125,1.029,128371,84387,2014
10,RACE,HSP/NTV,HSP/NTV,37981.785,1.0,128371,128371,2014
11,RACE,HSP/NTV,WHT/MIX,48115.581,0.893,128371,685270,2014
12,RACE,WHT/MIX,ASN,61270.072,1.008,685270,52252,2014
13,RACE,WHT/MIX,BLK,46301.696,1.135,685270,84387,2014
14,RACE,WHT/MIX,HSP/NTV,42639.74,1.123,685270,128371,2014
15,RACE,WHT/MIX,WHT/MIX,53858.734,1.0,685270,685270,2014
0,AGE,18-25,18-25,27943.155,1.0,70061,70061,2014
1,AGE,18-25,26-35,32850.736,0.759,70061,207055,2014
2,AGE,18-25,36-45,32882.455,0.599,70061,218327,2014
3,AGE,18-25,46-55,31649.167,0.562,70061,252183,2014
4,AGE,18-25,56-70,32295.6,0.579,70061,202654,2014
5,AGE,26-35,18-25,37551.118,1.344,207055,70061,2014
6,AGE,26-35,26-35,43279.489,1.0,207055,207055,2014
7,AGE,26-35,36-45,43266.57,0.788,207055,218327,2014
8,AGE,26-35,46-55,41722.074,0.741,207055,252183,2014
9,AGE,26-35,56-70,42183.902,0.756,207055,202654,2014
10,AGE,36-45,18-25,46278.802,1.656,218327,70061,2014
11,AGE,36-45,26-35,54860.652,1.268,218327,207055,2014
12,AGE,36-45,36-45,54888.647,1.0,218327,218327,2014
13,AGE,36-45,46-55,52652.425,0.935,218327,252183,2014
14,AGE,36-45,56-70,53509.125,0.959,218327,202654,2014
15,AGE,46-55,18-25,48926.33,1.751,252183,70061,2014
16,AGE,46-55,26-35,58325.075,1.348,252183,207055,2014
17,AGE,46-55,36-45,58521.794,1.066,252183,218327,2014
18,AGE,46-55,46-55,56287.15,1.0,252183,252183,2014
19,AGE,46-55,56-70,57287.599,1.027,252183,202654,2014
20,AGE,56-70,18-25,47658.786,1.706,202654,70061,2014
21,AGE,56-70,26-35,56539.188,1.306,202654,207055,2014
22,AGE,56-70,36-45,56802.168,1.035,202654,218327,2014
23,AGE,56-70,46-55,54812.768,0.974,202654,252183,2014
24,AGE,56-70,56-70,55776.836,1.0,202654,202654,2014
0,SEX,Female,Female,45483.6,1.0,426097,426097,2015
1,SEX,Female,Male,44430.856,0.784,426097,544435,2015
2,SEX,Male,Female,57248.255,1.259,544435,426097,2015
3,SEX,Male,Male,56670.298,1.0,544435,544435,2015
0,EDU,BS,BS,62378.182,1.0,233273,233273,2015
1,EDU,BS,CLG,55643.232,1.26,233273,301596,2015
2,EDU,BS,DR+,64322.765,0.656,233273,40926,2015
3,EDU,BS,HSD,52224.448,1.382,233273,228044,2015
4,EDU,BS,MS,64095.705,0.857,233273,103801,2015
5,EDU,BS,No_HS,46921.085,1.496,233273,62892,2015
6,EDU,CLG,BS,47485.328,0.761,301596,233273,2015
7,EDU,CLG,CLG,44149.33,1.0,301596,301596,2015
8,EDU,CLG,DR+,49624.314,0.506,301596,40926,2015
9,EDU,CLG,HSD,42790.593,1.132,301596,228044,2015
10,EDU,CLG,MS,48596.054,0.65,301596,103801,2015
11,EDU,CLG,No_HS,41145.021,1.312,301596,62892,2015
12,EDU,DR+,BS,83573.641,1.34,40926,233273,2015
13,EDU,DR+,CLG,73321.813,1.661,40926,301596,2015
14,EDU,DR+,DR+,98050.787,1.0,40926,40926,2015
15,EDU,DR+,HSD,66891.385,1.77,40926,228044,2015
16,EDU,DR+,MS,88675.832,1.186,40926,103801,2015
17,EDU,DR+,No_HS,56678.28,1.807,40926,62892,2015
18,EDU,HSD,BS,42189.257,0.676,228044,233273,2015
19,EDU,HSD,CLG,38698.81,0.877,228044,301596,2015
20,EDU,HSD,DR+,43835.708,0.447,228044,40926,2015
21,EDU,HSD,HSD,37795.051,1.0,228044,228044,2015
22,EDU,HSD,MS,43335.414,0.579,228044,103801,2015
23,EDU,HSD,No_HS,35689.487,1.138,228044,62892,2015
24,EDU,MS,BS,72599.244,1.164,103801,233273,2015
25,EDU,MS,CLG,64335.145,1.457,103801,301596,2015
26,EDU,MS,DR+,74203.078,0.757,103801,40926,2015
27,EDU,MS,HSD,60198.087,1.593,103801,228044,2015
28,EDU,MS,MS,74789.368,1.0,103801,103801,2015
29,EDU,MS,No_HS,54160.341,1.727,103801,62892,2015
30,EDU,No_HS,BS,40876.289,0.655,62892,233273,2015
31,EDU,No_HS,CLG,35761.903,0.81,62892,301596,2015
32,EDU,No_HS,DR+,42680.554,0.435,62892,40926,2015
33,EDU,No_HS,HSD,33892.971,0.897,62892,228044,2015
34,EDU,No_HS,MS,43074.503,0.576,62892,103801,2015
35,EDU,No_HS,No_HS,31360.738,1.0,62892,62892,2015
0,JOB,ART,ART,53107.6,1.0,108892,108892,2015
1,JOB,ART,BUS,48834.911,0.678,108892,181545,2015
2,JOB,ART,HLC,48827.954,0.729,108892,61703,2015
3,JOB,ART,MLT,39332.267,0.916,108892,4584,2015
4,JOB,ART,MTN,44044.905,1.01,108892,91593,2015
5,JOB,ART,PRD,42116.247,1.074,108892,68424,2015
6,JOB,ART,SAL,40132.902,0.946,108892,214421,2015
7,JOB,ART,SCI,52314.902,0.683,108892,70653,2015
8,JOB,ART,SVC,39025.17,1.195,108892,110757,2015
9,JOB,ART,TRP,43313.386,1.112,108892,57960,2015
10,JOB,BUS,ART,74998.863,1.412,181545,108892,2015
11,JOB,BUS,BUS,71983.234,1.0,181545,181545,2015
12,JOB,BUS,HLC,66521.291,0.993,181545,61703,2015
13,JOB,BUS,MLT,50945.193,1.187,181545,4584,2015
14,JOB,BUS,MTN,56547.832,1.297,181545,91593,2015
15,JOB,BUS,PRD,54936.969,1.401,181545,68424,2015
16,JOB,BUS,SAL,57016.844,1.345,181545,214421,2015
17,JOB,BUS,SCI,76951.126,1.005,181545,70653,2015
18,JOB,BUS,SVC,52051.488,1.593,181545,110757,2015
19,JOB,BUS,TRP,55993.871,1.438,181545,57960,2015
20,JOB,HLC,ART,72554.292,1.366,61703,108892,2015
21,JOB,HLC,BUS,64027.792,0.889,61703,181545,2015
22,JOB,HLC,HLC,66989.437,1.0,61703,61703,2015
23,JOB,HLC,MLT,45149.542,1.052,61703,4584,2015
24,JOB,HLC,MTN,46734.779,1.072,61703,91593,2015
25,JOB,HLC,PRD,46511.389,1.186,61703,68424,2015
26,JOB,HLC,SAL,50439.932,1.19,61703,214421,2015
27,JOB,HLC,SCI,68651.71,0.897,61703,70653,2015
28,JOB,HLC,SVC,46115.516,1.412,61703,110757,2015
29,JOB,HLC,TRP,47082.805,1.209,61703,57960,2015
30,JOB,MLT,ART,57341.879,1.08,4584,108892,2015
31,JOB,MLT,BUS,55946.762,0.777,4584,181545,2015
32,JOB,MLT,HLC,48963.863,0.731,4584,61703,2015
33,JOB,MLT,MLT,42932.124,1.0,4584,4584,2015
34,JOB,MLT,MTN,45311.213,1.039,4584,91593,2015
35,JOB,MLT,PRD,42957.689,1.095,4584,68424,2015
36,JOB,MLT,SAL,43317.832,1.022,4584,214421,2015
37,JOB,MLT,SCI,60359.953,0.789,4584,70653,2015
38,JOB,MLT,SVC,40389.872,1.236,4584,110757,2015
39,JOB,MLT,TRP,44131.934,1.133,4584,57960,2015
40,JOB,MTN,ART,51926.298,0.978,91593,108892,2015
41,JOB,MTN,BUS,49666.443,0.69,91593,181545,2015
42,JOB,MTN,HLC,48000.955,0.717,91593,61703,2015
43,JOB,MTN,MLT,39809.725,0.927,91593,4584,2015
44,JOB,MTN,MTN,43599.453,1.0,91593,91593,2015
45,JOB,MTN,PRD,42549.94,1.085,91593,68424,2015
46,JOB,MTN,SAL,43133.935,1.017,91593,214421,2015
47,JOB,MTN,SCI,51032.905,0.667,91593,70653,2015
48,JOB,MTN,SVC,40393.934,1.236,91593,110757,2015
49,JOB,MTN,TRP,43099.584,1.107,91593,57960,2015
50,JOB,PRD,ART,51516.495,0.97,68424,108892,2015
51,JOB,PRD,BUS,48183.909,0.669,68424,181545,2015
52,JOB,PRD,HLC,45457.324,0.679,68424,61703,2015
53,JOB,PRD,MLT,39043.66,0.909,68424,4584,2015
54,JOB,PRD,MTN,41039.097,0.941,68424,91593,2015
55,JOB,PRD,PRD,39217.99,1.0,68424,68424,2015
56,JOB,PRD,SAL,39085.67,0.922,68424,214421,2015
57,JOB,PRD,SCI,50880.848,0.665,68424,70653,2015
58,JOB,PRD,SVC,36664.628,1.122,68424,110757,2015
59,JOB,PRD,TRP,40229.242,1.033,68424,57960,2015
60,JOB,SAL,ART,54913.396,1.034,214421,108892,2015
61,JOB,SAL,BUS,53312.929,0.741,214421,181545,2015
62,JOB,SAL,HLC,48630.261,0.726,214421,61703,2015
63,JOB,SAL,MLT,40191.488,0.936,214421,4584,2015
64,JOB,SAL,MTN,42553.822,0.976,214421,91593,2015
65,JOB,SAL,PRD,41158.453,1.049,214421,68424,2015
66,JOB,SAL,SAL,42402.205,1.0,214421,214421,2015
67,JOB,SAL,SCI,57462.274,0.751,214421,70653,2015
68,JOB,SAL,SVC,39164.006,1.199,214421,110757,2015
69,JOB,SAL,TRP,42032.286,1.079,214421,57960,2015
70,JOB,SCI,ART,74337.987,1.4,70653,108892,2015
71,JOB,SCI,BUS,72532.089,1.008,70653,181545,2015
72,JOB,SCI,HLC,68080.693,1.016,70653,61703,2015
